0 1.016712793229809439e-03 7.765136618742096795e-04 
2 1.025327683940980379e-03 8.065988156230090777e-04 
4 9.924160083876008148e-04 8.185447314379653595e-04 
6 9.243183208201274448e-04 7.993142260574855268e-04 
8 8.378914410717467308e-04 7.502831287129289048e-04 
10 9.772973847931279347e-04 8.359357585406940140e-04 
12 6.464905443098801531e-04 6.523712502216505883e-04 
