0	9.300389127574960196e-03 1.001986868770832033e-03
2	1.024662105755065784e-02 1.040092947740484455e-03
4	1.209601372860915486e-02 1.097995195355222064e-03
6	1.523363397778612453e-02 1.219082043797237560e-03
8	1.886278289408177197e-02 1.347736424234274215e-03
10	2.323682020336225937e-02 1.496589273131652270e-03
12	2.747973560671077356e-02 1.640961402584050540e-03
