# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.008016032064127925e-03 8.034377357688796129e-02 3.345497817176014688e-01 1.936960649903418097e-01 6.919657790195209157e-02 9.578626496175812743e-02 2.749619422591765769e-02 2.030800664175130832e-02 3.385941258584085345e-01 1.052613014798945007e-01 2.320470328954507902e-02 2.100154291340407819e-01 8.611769157509116882e-03
8.016032064128255849e-03 1.646102190642893814e-01 5.545959271257182577e-01 3.544547855303736283e-01 1.447316619616394739e-01 1.913703485489565981e-01 6.369732413661072234e-02 4.868362126125068412e-02 5.747565844431193893e-01 2.085355001199840352e-01 5.481605419711457761e-02 3.767738251015983475e-01 2.248072421431409826e-02
1.202404809619238291e-02 2.175555490752731636e-01 5.813457833958807219e-01 4.161786291082444911e-01 1.955806275891436574e-01 2.460937519564521392e-01 9.530731092135849569e-02 7.576740227843051234e-02 6.227028334323979619e-01 2.661607485062146838e-01 8.365499535159506839e-02 4.324382567527926269e-01 3.802139614302726262e-02
1.603206412825651170e-02 2.537414763069948953e-01 5.296178778601946524e-01 4.307270358486033346e-01 2.333562376169532049e-01 2.790229775496263498e-01 1.256423541657721299e-01 1.042153616327741034e-01 5.934206144636939850e-01 2.997477929463014945e-01 1.124498408110308489e-01 4.370741949721557718e-01 5.666672831402318894e-02
2.004008016032064049e-02 2.842655655829030015e-01 4.571706920516905304e-01 4.291326705247254791e-01 2.673460612022685590e-01 3.039172837143059303e-01 1.584753043713409970e-01 1.373188863976337604e-01 5.446132247257946535e-01 3.245025644603448112e-01 1.445250272604170494e-01 4.255016449554174796e-01 8.061520959151585730e-02
2.404809619238476581e-02 3.150734148496332487e-01 3.843152897285550540e-01 4.250404819296394465e-01 3.027127590731563123e-01 3.278369567138356144e-01 1.966426181252820815e-01 1.779221943155708252e-01 4.980792222166490202e-01 3.480853786768317026e-01 1.825496555830602163e-01 4.125128691905875500e-01 1.123135556549594155e-01
2.805611222444889460e-02 3.492108493377544254e-01 3.160316314356886869e-01 4.238506330432729730e-01 3.422074482285869523e-01 3.542155160332640107e-01 2.422941414296836959e-01 2.284909322141789323e-01 4.604092099452867237e-01 3.741357012958156369e-01 2.286796875796677786e-01 4.036476449368781028e-01 1.544057606152854090e-01
3.206412825651302340e-02 3.882576254686286310e-01 2.533375582294651318e-01 4.274941211266460317e-01 3.872967593075560266e-01 3.847394567616821970e-01 2.971085965785282279e-01 2.911339007138405988e-01 4.326135808280670569e-01 4.043776688853836787e-01 2.846869746330352724e-01 4.006878720501048652e-01 2.096354784200786248e-01
3.607214428857714872e-02 4.330245799736218149e-01 2.011605218801618966e-01 4.365246665669426096e-01 4.387102784498593810e-01 4.202534203497059195e-01 3.623498744245725045e-01 3.674807312956799299e-01 4.139363845793244678e-01 4.396216793669321943e-01 3.519562190647130273e-01 4.040119469553546394e-01 2.806225933511694026e-01
4.008016032064128098e-02 4.838668730650738659e-01 1.779194923494767100e-01 4.509877605940478817e-01 4.966823315153125473e-01 4.611686872943860926e-01 4.388220686300576823e-01 4.584684209067199090e-01 4.032560875619139451e-01 4.802128110262620098e-01 4.313949024970956114e-01 4.135453332860327680e-01 3.695239225370210434e-01
