# Omega Rho_mean
0.000000000000000000e+00 1.972765256223707464e-02
1.002004008016032024e-02 2.979090746092118158e-02
2.004008016032064049e-02 3.339456024847907434e-02
3.006012024048096073e-02 3.341297572087040951e-02
4.008016032064128098e-02 3.309385328467197296e-02
5.010020040080159776e-02 3.407258352796052603e-02
6.012024048096192147e-02 3.705132724366950320e-02
7.014028056112224518e-02 4.243160815937871422e-02
8.016032064128256196e-02 5.049990619216363635e-02
9.018036072144287874e-02 6.135685535526037848e-02
1.002004008016031955e-01 7.476547696149479783e-02
1.102204408817635262e-01 9.005968408993057783e-02
1.202404809619238429e-01 1.062146860078415911e-01
1.302605210420841597e-01 1.220862086250249917e-01
1.402805611222444904e-01 1.367144798974379571e-01
1.503006012024047933e-01 1.495483164253018360e-01
1.603206412825651239e-01 1.605031841908107215e-01
1.703406813627254546e-01 1.698664934094777923e-01
1.803607214428857575e-01 1.781274592128939127e-01
1.903807615230460881e-01 1.858105726098445432e-01
2.004008016032063910e-01 1.933578250257627362e-01
2.104208416833667217e-01 2.010689380536319348e-01
2.204408817635270523e-01 2.090884416408743396e-01
2.304609218436873552e-01 2.174230485329376739e-01
2.404809619238476859e-01 2.259759376712223156e-01
2.505010020040079888e-01 2.345885090024391606e-01
2.605210420841683194e-01 2.430826109445874128e-01
2.705410821643286501e-01 2.512981854875229182e-01
2.805611222444889807e-01 2.591215640495253547e-01
2.905811623246493114e-01 2.665026647231828472e-01
3.006012024048095865e-01 2.734602352729739727e-01
3.106212424849699172e-01 2.800781799694281871e-01
3.206412825651302478e-01 2.864946700006145708e-01
3.306613226452905785e-01 2.928881233250986704e-01
3.406813627254509091e-01 2.994620162356878557e-01
3.507014028056111843e-01 3.064303981254424269e-01
3.607214428857715149e-01 3.140055737111308032e-01
3.707414829659318456e-01 3.223876997037203873e-01
3.807615230460921762e-01 3.317569333103305151e-01
3.907815631262525069e-01 3.422675751144809153e-01
4.008016032064127820e-01 3.540436168698609665e-01
4.108216432865731127e-01 3.671756998428208907e-01
4.208416833667334433e-01 3.817187013411157404e-01
4.308617234468937740e-01 3.976901089020771218e-01
4.408817635270541047e-01 4.150691893654551157e-01
4.509018036072144353e-01 4.337970351612838726e-01
4.609218436873747105e-01 4.537775919591853224e-01
4.709418837675350411e-01 4.748803776329217352e-01
4.809619238476953718e-01 4.969443500827411264e-01
4.909819639278557024e-01 5.197835728111647180e-01
5.010020040080159776e-01 5.431939677257361376e-01
5.110220440881763082e-01 5.669612619342694337e-01
5.210420841683366389e-01 5.908693611693043302e-01
5.310621242484969695e-01 6.147083292313983982e-01
5.410821643286573002e-01 6.382822279160371703e-01
5.511022044088176308e-01 6.614151619933321680e-01
5.611222444889779615e-01 6.839558390929293408e-01
5.711422845691382921e-01 7.057805350915326015e-01
5.811623246492986228e-01 7.267935003892672663e-01
5.911823647294588424e-01 7.469262513029133466e-01
6.012024048096191731e-01 7.661346917830997860e-01
6.112224448897795037e-01 7.843956529377444920e-01
6.212424849699398344e-01 8.017020770931277962e-01
6.312625250501001650e-01 8.180584133661240598e-01
