# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
1.000000000000000021e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.008016032064127925e-03 4.411279341551756217e-02 5.315279741706757655e-03 4.457463129927287382e-02 4.232862699692972047e-02 4.692027477728351326e-02 4.442855311052782558e-02 4.549311094711765147e-02 4.690046673868356747e-02 4.369964006462175032e-02 4.424115977616698003e-02 4.629333348311207713e-02 4.563341463678297766e-02
8.016032064128255849e-03 6.648659256952269003e-02 1.620162744840960775e-02 6.784965206095655565e-02 6.127447304765186453e-02 7.512628082766942272e-02 6.743715051453948173e-02 7.064214775187523110e-02 7.511453721270197614e-02 6.526663433074823828e-02 6.687333316640869940e-02 7.311590597038265804e-02 7.108562992793213131e-02
1.202404809619238291e-02 7.565810480687157336e-02 2.764856288121175093e-02 7.789534581193942320e-02 6.709461284033858830e-02 9.052833141362644220e-02 7.727534591203003012e-02 8.265952543430671318e-02 9.056622035440595186e-02 7.364214739599435344e-02 7.631849978748042607e-02 8.694137651250667675e-02 8.345637404266763315e-02
1.603206412825651170e-02 7.728286351983586211e-02 3.717175721568442837e-02 8.015542654142156220e-02 6.612993617308679517e-02 9.742362301087831300e-02 7.947385760215071315e-02 8.657665214464990711e-02 9.751548022163951390e-02 7.465690554589823891e-02 7.818335010311219802e-02 9.241608616214234961e-02 8.772145789031532415e-02
2.004008016032064049e-02 7.496041312573527293e-02 4.385871810471102250e-02 7.817111946977103876e-02 6.211307554494242822e-02 9.887195979643988164e-02 7.759715691726232212e-02 8.579240896051490428e-02 9.898065110213229156e-02 7.195447174592979611e-02 7.605412674921538385e-02 9.278256493318107201e-02 8.725674930324053835e-02
2.404809619238476581e-02 7.088899761557472534e-02 4.767009157253230406e-02 7.416083289821166769e-02 5.712690525745648534e-02 9.700539175792516344e-02 7.385217277641736855e-02 8.252826070411474479e-02 9.706599323950805547e-02 6.771327795414859574e-02 7.213277242142478174e-02 9.023917347268976819e-02 8.427839825794979089e-02
2.805611222444889460e-02 6.635514266482739343e-02 4.897954439443218816e-02 6.946159048566584449e-02 5.226360444569015662e-02 9.328069496792013027e-02 6.955145621124811384e-02 7.818993431994369914e-02 9.321677024932412126e-02 6.317687246685337044e-02 6.771619298838965628e-02 8.623604620434761892e-02 8.019590154173525387e-02
3.206412825651302340e-02 6.207310677425535717e-02 4.829498149798419626e-02 6.484118922071475943e-02 4.804750210471531863e-02 8.866879357979683129e-02 6.543876738866530318e-02 7.363269487008937408e-02 8.840491288869410658e-02 5.901516337738594437e-02 6.353044841545432697e-02 8.169847901030971582e-02 7.587249494194146793e-02
3.607214428857714872e-02 5.841591908067245847e-02 4.611038464769137701e-02 6.071629265277733029e-02 4.469855846061201315e-02 8.380188998731580297e-02 6.191400014813087938e-02 6.935548899907278964e-02 8.327098318453106385e-02 5.556509951553533638e-02 5.995955863545348458e-02 7.719742873538128214e-02 7.181678235333308069e-02
4.008016032064128098e-02 5.556194975993038881e-02 4.283660273252630490e-02 5.729424656419658535e-02 4.228650279573994281e-02 7.907759666320869629e-02 5.917759789855087799e-02 6.563213988387750497e-02 7.822393161265693562e-02 5.298041248911468382e-02 5.719133918340919831e-02 7.306856687472641776e-02 6.831263187015915173e-02
4.408817635270540630e-02 5.358913550252101393e-02 3.878218741296694111e-02 5.466689994047126133e-02 4.082109811188743692e-02 7.473766343283208546e-02 5.732475489576331629e-02 6.260253543601720927e-02 7.351687113212258817e-02 5.132574424677972119e-02 5.531169615176495524e-02 6.949893676103396922e-02 6.550990758930405611e-02
4.809619238476953162e-02 5.253049156950165277e-02 3.415941488774515422e-02 5.286728435568535667e-02 4.030130132449849523e-02 7.092070402593642076e-02 5.640150251434902784e-02 6.032990698805355823e-02 6.929824431921702277e-02 5.063109634085460192e-02 5.436041873885921055e-02 6.658331182932947234e-02 6.348158120028374318e-02
