# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
1.000000000000000021e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.002002002002001985e-02 5.430848463114730431e-04 1.247833371427432658e-05 5.443649673391478920e-04 5.430027048340106037e-04 5.466469854036614708e-04 5.397379764209567698e-04 5.505281584575069881e-04 5.438947636209665428e-04 5.414868017868444770e-04 5.429236803465577969e-04 5.351540393822202830e-04 5.401196202077398036e-04
4.004004004004003969e-02 1.106813329666955954e-03 5.577578426286901639e-05 1.103323219727033030e-03 1.097912824612238235e-03 1.111498739655494665e-03 1.085495503704576653e-03 1.126238270578208385e-03 1.100828539237796002e-03 1.092540812865077466e-03 1.097484910132668799e-03 1.068545213274372293e-03 1.087372892193352262e-03
6.006006006006005954e-02 1.624807845585750322e-03 1.127396903403038621e-04 1.614800028945270445e-03 1.604950079166567786e-03 1.630533310988651697e-03 1.580370417278560008e-03 1.658902902378597269e-03 1.608725580997562863e-03 1.594155778219284681e-03 1.603611413500035656e-03 1.548121748134282782e-03 1.585688798719408783e-03
8.008008008008007939e-02 2.028100492996339193e-03 1.555195199773617455e-04 2.012384627450355002e-03 2.000734243017209327e-03 2.033927612767669549e-03 1.965596465459462216e-03 2.072011075057222929e-03 2.001259834388443778e-03 1.984569698978544579e-03 1.997639054149760902e-03 1.922315862832025841e-03 1.976991341762733122e-03
1.001001001001000923e-01 2.262971244807467173e-03 1.607920516067413291e-04 2.244892723903742140e-03 2.236436207892805034e-03 2.267307594934557871e-03 2.196746430537121868e-03 2.305221599358728106e-03 2.227719908988259629e-03 2.216618515283197248e-03 2.230696975015861779e-03 2.153030212507314918e-03 2.216716417825486535e-03
1.201201201201201191e-01 2.307869181079207771e-03 1.214679835107698220e-04 2.292074850826143761e-03 2.292089905067391884e-03 2.309074329203706765e-03 2.256025946794181728e-03 2.334959762338662849e-03 2.268727080881136320e-03 2.271351147751202778e-03 2.283164702155779120e-03 2.224904975408524554e-03 2.285763085647964533e-03
1.401401401401401459e-01 2.180139040966295235e-03 6.037919398361282943e-05 2.170739032972982940e-03 2.182460291614951586e-03 2.177210483269286304e-03 2.157233207616672706e-03 2.182313763655357661e-03 2.142149201048505845e-03 2.163527332310693878e-03 2.170463030292484313e-03 2.149164314328274629e-03 2.195802031195738437e-03
1.601601601601601588e-01 1.932611218170843031e-03 8.190728763942111161e-05 1.931736983385054680e-03 1.955161731182528118e-03 1.925547804401260771e-03 1.944582816554304462e-03 1.907400291222489117e-03 1.899658506178745869e-03 1.939856983504121028e-03 1.940865172757402519e-03 1.963930278375113341e-03 1.989091603291330210e-03
1.801801801801801717e-01 1.638255662030919588e-03 1.561517862555259265e-04 1.645812983842646427e-03 1.678361529181403950e-03 1.627865338888726367e-03 1.682375528111848583e-03 1.589741433171781198e-03 1.612130378470483932e-03 1.667235811591858373e-03 1.662833216668476843e-03 1.727328392980946809e-03 1.729215298935050417e-03
