# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
1.000000000000000021e-08 9.463075369181898989e-08 2.202240369491265154e-07 1.042777182235403445e-07 1.005229359769890652e-07 2.060375898774959501e-300 1.153599327211560278e-67 9.566250438635338127e-08 1.540026602946888936e-07 1.075555680700888083e-07 1.302167352294691293e-300 1.627312804582071012e-66 8.939542576249468679e-18
1.002004008016032024e-02 1.858115812954190538e-02 1.076185787475001515e-02 1.808354459365526384e-02 1.838771238218510698e-02 2.241824612690298743e-02 2.373933244535283288e-02 1.856147894966711162e-02 1.578855811360778405e-02 1.795488501203582402e-02 2.328745057723163522e-02 2.382298660434401319e-02 2.265761035244142838e-02
2.004008016032064049e-02 3.366971977251338732e-02 4.011223490906048322e-02 3.199949916643446413e-02 3.299126887473557979e-02 4.797955179141554644e-02 5.315906188336930877e-02 3.362267981310203963e-02 2.475422530998617685e-02 3.154704117575136274e-02 5.142619192744771889e-02 5.350263104795194985e-02 4.889238210478055735e-02
3.006012024048096073e-02 5.818528264278884088e-02 9.981015181171420947e-02 5.433720319803779508e-02 5.649730915691445615e-02 9.400217965808152498e-02 1.068170180110965678e-01 5.813205918752831214e-02 3.816980080708149564e-02 5.320360621103553678e-02 1.027005420189177065e-01 1.077136658143592746e-01 9.634768817667772878e-02
4.008016032064128098e-02 9.426981708369791546e-02 1.904152942155504513e-01 8.719610944461594904e-02 9.080278484562934183e-02 1.638258698301895688e-01 1.861824784242455122e-01 9.429552123725819246e-02 5.737469841186747938e-02 8.484072241111914603e-02 1.796462886441553553e-01 1.878817950220783295e-01 1.682975385340810537e-01
5.010020040080159776e-02 1.416668947453824379e-01 2.877810042780973854e-01 1.309047442158383090e-01 1.355522540618141758e-01 2.502955578272076376e-01 2.772689440528033900e-01 1.419435580506081540e-01 8.346065130732813198e-02 1.266784176818063212e-01 2.711102406152550715e-01 2.796906954950077462e-01 2.566612950952577576e-01
6.012024048096192147e-02 1.966245626781998879e-01 3.489252344853182586e-01 1.829727727402728488e-01 1.872270176891012994e-01 3.349699239121236016e-01 3.538173595689116935e-01 1.973927253953850491e-01 1.168574121133706817e-01 1.763179303404750764e-01 3.533914447122742941e-01 3.564753139180268926e-01 3.414183457148345924e-01
7.014028056112224518e-02 2.523628197997606071e-01 3.405998195831052011e-01 2.380820880911560800e-01 2.396714176455156942e-01 3.968059684514426144e-01 3.935986635440033576e-01 2.538580854062309489e-01 1.569360776945701863e-01 2.288023106503511706e-01 4.035801759681250656e-01 3.959207430353141599e-01 4.004342827833657914e-01
8.016032064128256196e-02 3.011485247818655453e-01 2.637703219399811227e-01 2.893823581299150849e-01 2.859890600605470845e-01 4.236422391705639834e-01 3.919327060764169479e-01 3.034924484944931389e-01 2.017837115856279950e-01 2.778495045357885496e-01 4.131085378511752393e-01 3.936477477634987010e-01 4.219236309472148561e-01
9.018036072144287874e-02 3.368244877870595899e-01 1.545730523146453816e-01 3.304962449235197552e-01 3.207335418555101736e-01 4.166331494235699373e-01 3.601520637280038462e-01 3.399324155647039936e-01 2.482725703461515498e-01 3.176731462979060505e-01 3.892926111678712275e-01 3.613624700473406226e-01 4.086245903540438040e-01
