# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
1.000000000000000021e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.002002002002001985e-02 2.320291156714769242e-04 4.560062069773094211e-05 2.214495610240885411e-04 2.120551935820076846e-04 2.230359848192521707e-04 2.063676446398430501e-04 2.314036250184849726e-04 2.135548689610022161e-04 2.426660005620105318e-04 2.442164059300177973e-04 2.202367478566024750e-04 2.414526890457562892e-04
4.004004004004003969e-02 5.335905371745277518e-04 9.178769104495099239e-05 5.071885525451975268e-04 4.913599074700809822e-04 5.013612305480493738e-04 4.855412503713338324e-04 5.177864762364024244e-04 4.894129537937044402e-04 5.335510895081390205e-04 5.523631652536564046e-04 5.271753331736880269e-04 5.368255667710082699e-04
6.006006006006005954e-02 8.498177733606820244e-04 1.647761326645045946e-04 8.009488243690477457e-04 7.775140670335971890e-04 7.836352187932877147e-04 7.724946063176453765e-04 8.112162623567314122e-04 7.688190931259802473e-04 8.309682996224048660e-04 8.762694672957717888e-04 8.550573792466584873e-04 8.414488821755146701e-04
8.008008008008007939e-02 1.137046420936371977e-03 2.373501363643963332e-04 1.067046307859400829e-03 1.038271182787849859e-03 1.037176488759186666e-03 1.033975262905775620e-03 1.075152986992529815e-03 1.019551526741495524e-03 1.096737557050848780e-03 1.168401901621133557e-03 1.157582672461312428e-03 1.115327935553109100e-03
1.001001001001000923e-01 1.354669191308334160e-03 2.782872903032756681e-04 1.274175519012472543e-03 1.246084405822726936e-03 1.234481829678724541e-03 1.241571260363877934e-03 1.277479519079803647e-03 1.214738644998196709e-03 1.297141092533683759e-03 1.384102083508561296e-03 1.390167072985898453e-03 1.322410451427539005e-03
1.201201201201201191e-01 1.475888111660225840e-03 2.667384237820399841e-04 1.401835815868611966e-03 1.382593302824935153e-03 1.358160541962718376e-03 1.376454816512420439e-03 1.397716921252368464e-03 1.337515511524012008e-03 1.410937033078470647e-03 1.494683238563608444e-03 1.522101258592175113e-03 1.439543692848494882e-03
1.401401401401401459e-01 1.502029559648457345e-03 2.032812225290340526e-04 1.451566207558699665e-03 1.448787235123314256e-03 1.410849392318685828e-03 1.439712889980594972e-03 1.438558658987501657e-03 1.390676940009428998e-03 1.441139414656442781e-03 1.502932816339531356e-03 1.552691611562741561e-03 1.469119006173222157e-03
1.601601601601601588e-01 1.452783270599309045e-03 1.160847306001302890e-04 1.438337999779794362e-03 1.457083563138628036e-03 1.406733010759674257e-03 1.444323005008656645e-03 1.416751278862705445e-03 1.388284226850574178e-03 1.405491521472474825e-03 1.432205231016119625e-03 1.501847148544846510e-03 1.429456622713750312e-03
1.801801801801801717e-01 1.360272298777975928e-03 1.141205715002237167e-04 1.387605162912342342e-03 1.429804498313430247e-03 1.369307145684459451e-03 1.413277734120452472e-03 1.359272456827539466e-03 1.353483090761013231e-03 1.332158443290282473e-03 1.318452176438796855e-03 1.403539803290357497e-03 1.350023248411022329e-03
2.002002002002001846e-01 1.255312159227937874e-03 2.233988418419151660e-04 1.324863367763697442e-03 1.390120626945607740e-03 1.322091773958098196e-03 1.370248715927898471e-03 1.292335571507445026e-03 1.309425379937523195e-03 1.248234525497968683e-03 1.194848920407188706e-03 1.290757494207180837e-03 1.259202572707025531e-03
2.202202202202202252e-01 1.152125213751942516e-03 3.464065804005512996e-04 1.260991195214128868e-03 1.347278175721294867e-03 1.274571090007680513e-03 1.324885911511390277e-03 1.226987673885315952e-03 1.265415610038551995e-03 1.165567220368009596e-03 1.076731326778396268e-03 1.179143672622405157e-03 1.169671726548010505e-03
2.402402402402402382e-01 1.066209690640359609e-03 4.636387885495385952e-04 1.210693669572865784e-03 1.315688351491253825e-03 1.240633741255915690e-03 1.291682463699125264e-03 1.177367301483190319e-03 1.235192640712010764e-03 1.098516852798962426e-03 9.791538555257172944e-04 1.085190595717949562e-03 1.096295590376661138e-03
2.602602602602602788e-01 9.996313689876953901e-04 5.712585697139842657e-04 1.175953346900202121e-03 1.297049538952066991e-03 1.221852920608264368e-03 1.272453564171805189e-03 1.144861571030117127e-03 1.220354285652047472e-03 1.048900519361346860e-03 9.036399586824953945e-04 1.011203287967885230e-03 1.041050129381786713e-03
2.802802802802802917e-01 9.573506844989415100e-04 6.722377202384446308e-04 1.163125570596788665e-03 1.298248032187464610e-03 1.224632595922315204e-03 1.274031087179571409e-03 1.134981782883580630e-03 1.227380709514379244e-03 1.022139873504531110e-03 8.539845733319716484e-04 9.621311345426142130e-04 1.009326055767222714e-03
