# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
1.000000000000000021e-08 1.138760542576512701e-49 2.260706603390670215e-07 1.845364345813439099e-237 1.306455841007757420e-08 1.345716782830645175e-62 1.158697877421559610e-07 1.791236139997846753e-16 2.141150887378166910e-219 1.291195525386446662e-139 1.056856242694096386e-07 1.151960815504457346e-07 1.147792900085921614e-07
1.002004008016032024e-02 1.908554683680014838e-02 7.370352103647363415e-03 1.863384042610819261e-02 1.810732800631748365e-02 1.941975213394807331e-02 1.539467939433017234e-02 1.931743159196960130e-02 1.909795778376136011e-02 1.913748318682243973e-02 1.574090191796425481e-02 1.513054981128314318e-02 1.552878812206677159e-02
2.004008016032064049e-02 3.554276070997865189e-02 2.411570793690815534e-02 3.400432980864314531e-02 3.220556205589936855e-02 3.671951802523214237e-02 2.348437983832235218e-02 3.635208913695577720e-02 3.560400033081254079e-02 3.573606226143815484e-02 2.452122718358132683e-02 2.272371904319536728e-02 2.388335658127663588e-02
3.006012024048096073e-02 6.313399369843485098e-02 5.591349858742318546e-02 5.951271783569209162e-02 5.522277078728613647e-02 6.595036665252877739e-02 3.519232195481521858e-02 6.500861666418807083e-02 6.328065657003714706e-02 6.360641069209951870e-02 3.742954998491247742e-02 3.363283556753205589e-02 3.605228819010513480e-02
4.008016032064128098e-02 1.050029948617981490e-01 1.071601301836834913e-01 9.825988804919270903e-02 8.985174703353317194e-02 1.102917598156838569e-01 5.141609141349862827e-02 1.083311323427338518e-01 1.052557425675201136e-01 1.059148898944276690e-01 5.550315885756033907e-02 4.874675591234075428e-02 5.299550560471420757e-02
5.010020040080159776e-02 1.613669358222218353e-01 1.767328719887686361e-01 1.511996004731232246e-01 1.370840628312895992e-01 1.693490353277435911e-01 7.279743814119905843e-02 1.659419000426348156e-01 1.616761116134815546e-01 1.628072327084927051e-01 7.941757217560252435e-02 6.882210287611549571e-02 7.538754796912305878e-02
6.012024048096192147e-02 2.274594880859673318e-01 2.544455385183113094e-01 2.152714029307872257e-01 1.946835953096812399e-01 2.369778704971859662e-01 9.945828873506132317e-02 2.320371506681875584e-01 2.276528879093786262e-01 2.293210626045448230e-01 1.091409129849307685e-01 9.426496701049731641e-02 1.033223143516883297e-01
7.014028056112224518e-02 2.936237420472961324e-01 3.219057762549044077e-01 2.829198196585608338e-01 2.566890327501136770e-01 3.019264346160308032e-01 1.307947991227422779e-01 2.960436127686636998e-01 2.934105586692970502e-01 2.955427085623050787e-01 1.436927786399762041e-01 1.249147893583476693e-01 1.360849958766390255e-01
8.016032064128256196e-02 3.483649478800553423e-01 3.590674390936526295e-01 3.439311844156464626e-01 3.147082858776019121e-01 3.519043826592060387e-01 1.654260170666330965e-01 3.464130999888360152e-01 3.474244060852960669e-01 3.498062100354974446e-01 1.811430017972855411e-01 1.599031575622268386e-01 1.721026574387197750e-01
9.018036072144287874e-02 3.828089073005159215e-01 3.529921938196918241e-01 3.889142248301022953e-01 3.605890366935785019e-01 3.787030993111848431e-01 2.013449614202957039e-01 3.753180970439381481e-01 3.809216344122505760e-01 3.832709340437515100e-01 2.188957431919729413e-01 1.976507747847686125e-01 2.091275049804490194e-01
