# Omega Rho_mean
8.216432865731462254e-01 1.284329713487500912e+00
8.316633266533065560e-01 1.312758702501895858e+00
8.416833667334668867e-01 1.334142785717672863e+00
8.517034068136272174e-01 1.348390754451413986e+00
8.617234468937875480e-01 1.355580879669983529e+00
8.717434869739478787e-01 1.355946324732557606e+00
8.817635270541082093e-01 1.349854953916653777e+00
8.917835671342685400e-01 1.337785339215976421e+00
9.018036072144288706e-01 1.320300773519034410e+00
9.118236472945890903e-01 1.298022975760234177e+00
9.218436873747494209e-01 1.271606926977857377e+00
9.318637274549097516e-01 1.241717954041273941e+00
9.418837675350700822e-01 1.209011838883137679e+00
9.519038076152304129e-01 1.174118407179247647e+00
9.619238476953907435e-01 1.137628737975759474e+00
9.719438877755510742e-01 1.100085914546728771e+00
9.819639278557114048e-01 1.061979042670482043e+00
9.919839679358717355e-01 1.023740145964710191e+00
1.002004008016031955e+00 9.857434806770632996e-01
1.012024048096192397e+00 9.483067941188235705e-01
1.022044088176352616e+00 9.116940585472788072e-01
1.032064128256513058e+00 8.761192565844551083e-01
1.042084168336673278e+00 8.417508424106886489e-01
1.052104208416833719e+00 8.087165621122172077e-01
1.062124248496993939e+00 7.771083911720237936e-01
1.072144288577154159e+00 7.469873772051278671e-01
1.082164328657314600e+00 7.183882627593434211e-01
1.092184368737474820e+00 6.913237835790477792e-01
1.102204408817635262e+00 6.657885809380500453e-01
1.112224448897795481e+00 6.417627063132215204e-01
1.122244488977955923e+00 6.192147060975354833e-01
1.132264529058116143e+00 5.981042998566393765e-01
1.142284569138276584e+00 5.783846696536049103e-01
1.152304609218436804e+00 5.600043995171313238e-01
1.162324649298597246e+00 5.429090858565683853e-01
1.172344689378757465e+00 5.270426647463687386e-01
1.182364729458917685e+00 5.123484879924037338e-01
1.192384769539078126e+00 4.987701747134727914e-01
1.202404809619238346e+00 4.862522830589437461e-01
1.212424849699398788e+00 4.747408181833838170e-01
1.222444889779559007e+00 4.641836081665613456e-01
1.232464929859719449e+00 4.545305706324305750e-01
1.242484969939879669e+00 4.457338863676502672e-01
1.252505010020040110e+00 4.377481011288844037e-01
1.262525050100200330e+00 4.305301660237596528e-01
1.272545090180360772e+00 4.240394321279572498e-01
1.282565130260520991e+00 4.182376058655654094e-01
1.292585170340681211e+00 4.130886798939109594e-01
1.302605210420841653e+00 4.085588377580261499e-01
1.312625250501001872e+00 4.046163475839916202e-01
1.322645290581162314e+00 4.012314409164031703e-01
1.332665330661322534e+00 3.983761877463761758e-01
1.342685370741482975e+00 3.960243652266891567e-01
1.352705410821643195e+00 3.941513260677935171e-01
1.362725450901803637e+00 3.927338675334676732e-01
1.372745490981963856e+00 3.917501022379380471e-01
1.382765531062124298e+00 3.911793313122746696e-01
1.392785571142284518e+00 3.910019231034710940e-01
1.402805611222444737e+00 3.911991956252779956e-01
1.412825651302605179e+00 3.917533047750238473e-01
1.422845691382765398e+00 3.926471390302702646e-01
1.432865731462925840e+00 3.938642193973821426e-01
1.442885771543086060e+00 3.953886052720047006e-01
1.452905811623246501e+00 3.972048090166758749e-01
1.462925851703406721e+00 3.992977139226575045e-01
1.472945891783567163e+00 4.016525025589473552e-01
1.482965931863727382e+00 4.042545874664841277e-01
1.492985971943887824e+00 4.070895535945144306e-01
1.503006012024048044e+00 4.101431031633239188e-01
1.513026052104208263e+00 4.134010085957295910e-01
1.523046092184368705e+00 4.168490740430512154e-01
1.533066132264528925e+00 4.204731001912113686e-01
1.543086172344689366e+00 4.242588579083543809e-01
1.553106212424849586e+00 4.281920674001755689e-01
1.563126252505010028e+00 4.322583829190555504e-01
1.573146292585170247e+00 4.364433846587392751e-01
1.583166332665330689e+00 4.407325764874450158e-01
1.593186372745490909e+00 4.451113875760578376e-01
1.603206412825651128e+00 4.495651819950793326e-01
1.613226452905811570e+00 4.540792703710277434e-01
1.623246492985971789e+00 4.586389300671211977e-01
1.633266533066132231e+00 4.632294254069058148e-01
1.643286573146292451e+00 4.678360363596950067e-01
1.653306613226452892e+00 4.724440869265164600e-01
1.663326653306613112e+00 4.770389803954498409e-01
1.673346693386773554e+00 4.816062347825696976e-01
1.683366733466933773e+00 4.861315212193543789e-01
1.693386773547094215e+00 4.906007052233154475e-01
1.703406813627254435e+00 4.949998884649005060e-01
1.713426853707414654e+00 4.993154519759344656e-01
1.723446893787575096e+00 5.035340990656146376e-01
1.733466933867735316e+00 5.076428987931929093e-01
1.743486973947895757e+00 5.116293288020474783e-01
1.753507014028055977e+00 5.154813170969934077e-01
1.763527054108216419e+00 5.191872828783821170e-01
1.773547094188376638e+00 5.227361742439018411e-01
1.783567134268537080e+00 5.261175049508082235e-01
1.793587174348697300e+00 5.293213885690142284e-01
1.803607214428857741e+00 5.323385686651948001e-01
1.813627254509017961e+00 5.351604467578592317e-01
1.823647294589178181e+00 5.377791068237218752e-01
1.833667334669338622e+00 5.401873358450819396e-01
1.843687374749498842e+00 5.423786404268051697e-01
1.853707414829659283e+00 5.443472600746942502e-01
1.863727454909819503e+00 5.460881765027166823e-01
1.873747494989979945e+00 5.475971188487835928e-01
1.883767535070140164e+00 5.488705642128580697e-01
1.893787575150300606e+00 5.499057359915662246e-01
1.903807615230460826e+00 5.507005969019407310e-01
1.913827655310621267e+00 5.512538391725017028e-01
1.923847695390781487e+00 5.515648710954887957e-01
1.933867735470941707e+00 5.516337997238944801e-01
1.943887775551102148e+00 5.514614117061631404e-01
1.953907815631262368e+00 5.510491504307054589e-01
1.963927855711422810e+00 5.503990902736013435e-01
1.973947895791583029e+00 5.495139094998894302e-01
1.983967935871743471e+00 5.483968604091914445e-01
1.993987975951903691e+00 5.470517378546764231e-01
2.004008016032063910e+00 5.454828465359679024e-01
2.014028056112224352e+00 5.436949667928436813e-01
2.024048096192384794e+00 5.416933193667863300e-01
2.034068136272544791e+00 5.394835299538951467e-01
2.044088176352705233e+00 5.370715932345615506e-01
2.054108216432865675e+00 5.344638364033141853e-01
2.064128256513026116e+00 5.316668830767163900e-01
2.074148296593186114e+00 5.286876174038535048e-01
2.084168336673346555e+00 5.255331490634621572e-01
2.094188376753506997e+00 5.222107782630266426e-01
2.104208416833667439e+00 5.187279623708969112e-01
2.114228456913827436e+00 5.150922830435836763e-01
2.124248496993987878e+00 5.113114147320706460e-01
2.134268537074148320e+00 5.073930944685998146e-01
2.144288577154308317e+00 5.033450930564027370e-01
2.154308617234468759e+00 4.991751877243811863e-01
2.164328657314629201e+00 4.948911362091176214e-01
2.174348697394789642e+00 4.905006525037898801e-01
2.184368737474949640e+00 4.860113840584993627e-01
2.194388777555110082e+00 4.814308912860263412e-01
2.204408817635270523e+00 4.767666276075046561e-01
2.214428857715430965e+00 4.720259219083035584e-01
2.224448897795590963e+00 4.672159626584761472e-01
2.234468937875751404e+00 4.623437830529367187e-01
2.244488977955911846e+00 4.574162483400264767e-01
2.254509018036071843e+00 4.524400440984936989e-01
2.264529058116232285e+00 4.474216664473979477e-01
2.274549098196392727e+00 4.423674135664271700e-01
2.284569138276553169e+00 4.372833781295514810e-01
2.294589178356713166e+00 4.321754416563054479e-01
2.304609218436873608e+00 4.270492697359853373e-01
2.314629258517034049e+00 4.219103084664844738e-01
2.324649298597194491e+00 4.167637818870930100e-01
2.334669338677354489e+00 4.116146906122131188e-01
2.344689378757514930e+00 4.064678111489450352e-01
2.354709418837675372e+00 4.013276962900169664e-01
2.364729458917835370e+00 3.961986763652716181e-01
2.374749498997995811e+00 3.910848608551764638e-01
2.384769539078156253e+00 3.859901409994296873e-01
2.394789579158316695e+00 3.809181931144621225e-01
2.404809619238476692e+00 3.758724816930841817e-01
2.414829659318637134e+00 3.708562641750955402e-01
2.424849699398797576e+00 3.658725949296060542e-01
2.434869739478958017e+00 3.609243305333547647e-01
2.444889779559118015e+00 3.560141347741470064e-01
2.454909819639278457e+00 3.511444840578135107e-01
2.464929859719438898e+00 3.463176733652983397e-01
2.474949899799598896e+00 3.415358218198182305e-01
2.484969939879759337e+00 3.368008788775146423e-01
2.494989979959919779e+00 3.321146304084757750e-01
2.505010020040080221e+00 3.274787047554440500e-01
2.515030060120240218e+00 3.228945790288687556e-01
2.525050100200400660e+00 3.183635851798207184e-01
2.535070140280561102e+00 3.138869165376699799e-01
2.545090180360721543e+00 3.094656334500327510e-01
2.555110220440881541e+00 3.051006698286879981e-01
2.565130260521041983e+00 3.007928388610360826e-01
2.575150300601202424e+00 2.965428390525758351e-01
2.585170340681362422e+00 2.923512600271760409e-01
2.595190380761522864e+00 2.882185881622743029e-01
2.605210420841683305e+00 2.841452121528250663e-01
2.615230460921843747e+00 2.801314284437714242e-01
2.625250501002003745e+00 2.761774463995514961e-01
2.635270541082164186e+00 2.722833934910033893e-01
2.645290581162324628e+00 2.684493201346019320e-01
2.655310621242485070e+00 2.646752046796430613e-01
2.665330661322645067e+00 2.609609577076413278e-01
2.675350701402805509e+00 2.573064266112468079e-01
2.685370741482965951e+00 2.537113999867793845e-01
2.695390781563125948e+00 2.501756114948254228e-01
2.705410821643286390e+00 2.466987440128831921e-01
2.715430861723446831e+00 2.432804331250219831e-01
2.725450901803607273e+00 2.399202710458635257e-01
2.735470941883767271e+00 2.366178098353586279e-01
2.745490981963927712e+00 2.333725646818355093e-01
2.755511022044088154e+00 2.301840171300564009e-01
2.765531062124248596e+00 2.270516179091639497e-01
2.775551102204408593e+00 2.239747898953416694e-01
2.785571142284569035e+00 2.209529306712492425e-01
2.795591182364729477e+00 2.179854150440412586e-01
2.805611222444889474e+00 2.150715976033937826e-01
2.815631262525049916e+00 2.122108147664555355e-01
2.825651302605210358e+00 2.094023870006459509e-01
2.835671342685370799e+00 2.066456209887945206e-01
2.845691382765530797e+00 2.039398111659245227e-01
2.855711422845691239e+00 2.012842418438186565e-01
2.865731462925851680e+00 1.986781887247840994e-01
2.875751503006012122e+00 1.961209205208127027e-01
2.885771543086172120e+00 1.936117003036669226e-01
2.895791583166332561e+00 1.911497870283276335e-01
2.905811623246493003e+00 1.887344367519542820e-01
2.915831663326653000e+00 1.863649036986598229e-01
2.925851703406813442e+00 1.840404416119702791e-01
2.935871743486973884e+00 1.817603045955195895e-01
2.945891783567134325e+00 1.795237481314798100e-01
2.955911823647294323e+00 1.773300299541535341e-01
2.965931863727454765e+00 1.751784108788672634e-01
2.975951903807615206e+00 1.730681555036938379e-01
2.985971943887775648e+00 1.709985329682911503e-01
2.995991983967935646e+00 1.689688175480620336e-01
3.006012024048096087e+00 1.669782892188289014e-01
3.016032064128256529e+00 1.650262342275572447e-01
3.026052104208416527e+00 1.631119454748299058e-01
3.036072144288576968e+00 1.612347231018051441e-01
3.046092184368737410e+00 1.593938747242367726e-01
3.056112224448897852e+00 1.575887159014213723e-01
3.066132264529057849e+00 1.558185704029264040e-01
3.076152304609218291e+00 1.540827703838637264e-01
3.086172344689378733e+00 1.523806568498047020e-01
3.096192384769539174e+00 1.507115796302687105e-01
3.106212424849699172e+00 1.490748977846444445e-01
3.116232464929859614e+00 1.474699795493120691e-01
3.126252505010020055e+00 1.458962025858631661e-01
3.136272545090180053e+00 1.443529541382813086e-01
3.146292585170340494e+00 1.428396309835518463e-01
3.156312625250500936e+00 1.413556395029887947e-01
3.166332665330661378e+00 1.399003958988721263e-01
3.176352705410821375e+00 1.384733261089034495e-01
3.186372745490981817e+00 1.370738656666673494e-01
3.196392785571142259e+00 1.357014600011696437e-01
3.206412825651302256e+00 1.343555641917631438e-01
3.216432865731462698e+00 1.330356430612665286e-01
3.226452905811623140e+00 1.317411710365859467e-01
3.236472945891783581e+00 1.304716321561120718e-01
3.246492985971943579e+00 1.292265200380070811e-01
3.256513026052104021e+00 1.280053377173259732e-01
3.266533066132264462e+00 1.268075976698093410e-01
3.276553106212424904e+00 1.256328216250316709e-01
3.286573146292584902e+00 1.244805405526765857e-01
3.296593186372745343e+00 1.233502945307877463e-01
3.306613226452905785e+00 1.222416326416468774e-01
3.316633266533065783e+00 1.211541128805512513e-01
3.326653306613226224e+00 1.200873020141418890e-01
3.336673346693386666e+00 1.190407754648478283e-01
3.346693386773547108e+00 1.180141172414253398e-01
3.356713426853707105e+00 1.170069197803572658e-01
3.366733466933867547e+00 1.160187837403442862e-01
3.376753507014027988e+00 1.150493180311483177e-01
3.386773547094188430e+00 1.140981396508869844e-01
3.396793587174348428e+00 1.131648733741884433e-01
3.406813627254508869e+00 1.122491518938179278e-01
3.416833667334669311e+00 1.113506154942000004e-01
3.426853707414829309e+00 1.104689119856816365e-01
3.436873747494989750e+00 1.096036965501378385e-01
3.446893787575150192e+00 1.087546316906805310e-01
3.456913827655310634e+00 1.079213869833119538e-01
3.466933867735470631e+00 1.071036390143811079e-01
3.476953907815631073e+00 1.063010712078990699e-01
3.486973947895791515e+00 1.055133737255109505e-01
3.496993987975951956e+00 1.047402433912774933e-01
3.507014028056111954e+00 1.039813834440923151e-01
3.517034068136272396e+00 1.032365034603471565e-01
3.527054108216432837e+00 1.025053192846150651e-01
3.537074148296592835e+00 1.017875528252825401e-01
3.547094188376753277e+00 1.010829319710684210e-01
3.557114228456913718e+00 1.003911904659520182e-01
3.567134268537074160e+00 9.971206777933268317e-02
3.577154308617234157e+00 9.904530899018845758e-02
3.587174348697394599e+00 9.839066466941917555e-02
3.597194388777555041e+00 9.774789077561382711e-02
3.607214428857715482e+00 9.711674851879527337e-02
3.617234468937875480e+00 9.649700430100559279e-02
3.627254509018035922e+00 9.588842949933175375e-02
3.637274549098196363e+00 9.529080051794050488e-02
3.647294589178356361e+00 9.470389847658695903e-02
3.657314629258516803e+00 9.412750933586055968e-02
3.667334669338677244e+00 9.356142354816804341e-02
3.677354709418837686e+00 9.300543622339395300e-02
3.687374749498997684e+00 9.245934678810732721e-02
3.697394789579158125e+00 9.192295905033155690e-02
3.707414829659318567e+00 9.139608097968331124e-02
3.717434869739479009e+00 9.087852479820913987e-02
3.727454909819639006e+00 9.037010662750942502e-02
3.737474949899799448e+00 8.987064664829998162e-02
3.747494989979959890e+00 8.937996884627989747e-02
3.757515030060119887e+00 8.889790103652542297e-02
3.767535070140280329e+00 8.842427467869377888e-02
3.777555110220440771e+00 8.795892484524003851e-02
3.787575150300601212e+00 8.750169019723595676e-02
3.797595190380761210e+00 8.705241276510825021e-02
3.807615230460921651e+00 8.661093800092466155e-02
3.817635270541082093e+00 8.617711465014087080e-02
3.827655310621242535e+00 8.575079465613826002e-02
3.837675350701402532e+00 8.533183315837175598e-02
3.847695390781562974e+00 8.492008830109554207e-02
3.857715430861723416e+00 8.451542131494428622e-02
3.867735470941883413e+00 8.411769633136623181e-02
3.877755511022043855e+00 8.372678033145561360e-02
3.887775551102204297e+00 8.334254313475877862e-02
3.897795591182364738e+00 8.296485735355248192e-02
3.907815631262524736e+00 8.259359819269868064e-02
3.917835671342685178e+00 8.222864351651892889e-02
3.927855711422845619e+00 8.186987376946419648e-02
3.937875751503006061e+00 8.151717188624595101e-02
3.947895791583166059e+00 8.117042324045165014e-02
3.957915831663326500e+00 8.082951562972276460e-02
3.967935871743486942e+00 8.049433915987401489e-02
3.977955911823646939e+00 8.016478622805586762e-02
3.987975951903807381e+00 7.984075146018050628e-02
3.997995991983967823e+00 7.952213170886791860e-02
4.008016032064127820e+00 7.920882589294894749e-02
4.018036072144288262e+00 7.890073508453213091e-02
4.028056112224448704e+00 7.859776235319101967e-02
4.038076152304609145e+00 7.829981277194685008e-02
4.048096192384769587e+00 7.800679337429895777e-02
4.058116232464930029e+00 7.771861307281004161e-02
4.068136272545089582e+00 7.743518268160173856e-02
4.078156312625250024e+00 7.715641480333564062e-02
4.088176352705410466e+00 7.688222383395959536e-02
4.098196392785570907e+00 7.661252593134597333e-02
4.108216432865731349e+00 7.634723891094635784e-02
4.118236472945891791e+00 7.608628224887772906e-02
4.128256513026052232e+00 7.582957713064718275e-02
4.138276553106212674e+00 7.557704623695117585e-02
4.148296593186372228e+00 7.532861386454484109e-02
4.158316633266532669e+00 7.508420579938472617e-02
4.168336673346693111e+00 7.484374933115646444e-02
4.178356713426853553e+00 7.460717320361234806e-02
4.188376753507013994e+00 7.437440756453950197e-02
4.198396793587174436e+00 7.414538398730727287e-02
4.208416833667334878e+00 7.392003537093456977e-02
4.218436873747494431e+00 7.369829597831706325e-02
4.228456913827654873e+00 7.348010134892817014e-02
4.238476953907815314e+00 7.326538831536222318e-02
4.248496993987975756e+00 7.305409494280498683e-02
4.258517034068136198e+00 7.284616051190052899e-02
4.268537074148296639e+00 7.264152550894259486e-02
4.278557114228457081e+00 7.244013162645522586e-02
4.288577154308616635e+00 7.224192157717380935e-02
4.298597194388777076e+00 7.204683930600108699e-02
4.308617234468937518e+00 7.185482980553631327e-02
4.318637274549097960e+00 7.166583916414992483e-02
4.328657314629258401e+00 7.147981449090430595e-02
4.338677354709418843e+00 7.129670390347937758e-02
4.348697394789579285e+00 7.111645655897068374e-02
4.358717434869739726e+00 7.093902260162841811e-02
4.368737474949899280e+00 7.076435307688572207e-02
4.378757515030059722e+00 7.059240003021767518e-02
4.388777555110220163e+00 7.042311640055870514e-02
4.398797595190380605e+00 7.025645602309085747e-02
4.408817635270541047e+00 7.009237362872884625e-02
4.418837675350701488e+00 6.993082480344034457e-02
4.428857715430861930e+00 6.977176598841575150e-02
4.438877755511021483e+00 6.961515443159743688e-02
4.448897795591181925e+00 6.946094819062326176e-02
4.458917835671342367e+00 6.930910614480940979e-02
4.468937875751502808e+00 6.915958793081573852e-02
4.478957915831663250e+00 6.901235392875745833e-02
4.488977955911823692e+00 6.886736529293838172e-02
4.498997995991984133e+00 6.872458390602995126e-02
4.509018036072143687e+00 6.858397232843671532e-02
4.519038076152304129e+00 6.844549385894178883e-02
4.529058116232464570e+00 6.830911246516871427e-02
4.539078156312625012e+00 6.817479278176721835e-02
4.549098196392785454e+00 6.804250011454343605e-02
4.559118236472945895e+00 6.791220039953380083e-02
4.569138276553106337e+00 6.778386020951217283e-02
4.579158316633266779e+00 6.765744671396878296e-02
4.589178356713426332e+00 6.753292772597302429e-02
4.599198396793586774e+00 6.741027162037099840e-02
4.609218436873747216e+00 6.728944738340766896e-02
4.619238476953907657e+00 6.717042453866514662e-02
4.629258517034068099e+00 6.705317316951286966e-02
4.639278557114228541e+00 6.693766393615765975e-02
4.649298597194388982e+00 6.682386800947684447e-02
4.659318637274548536e+00 6.671175708510813929e-02
4.669338677354708977e+00 6.660130337503468445e-02
4.679358717434869419e+00 6.649247962476867446e-02
4.689378757515029861e+00 6.638525902107440813e-02
4.699398797595190302e+00 6.627961526266949732e-02
4.709418837675350744e+00 6.617552253415337482e-02
4.719438877755511186e+00 6.607295546317198953e-02
4.729458917835670739e+00 6.597188914859043740e-02
4.739478957915831181e+00 6.587229914532127806e-02
4.749498997995991623e+00 6.577416140795974697e-02
4.759519038076152064e+00 6.567745237880119602e-02
4.769539078156312506e+00 6.558214885001636962e-02
4.779559118236472948e+00 6.548822809151551294e-02
4.789579158316633389e+00 6.539566774752879341e-02
4.799599198396793831e+00 6.530444584606259761e-02
4.809619238476953385e+00 6.521454086314144860e-02
4.819639278557113826e+00 6.512593158653431913e-02
4.829659318637274268e+00 6.503859722520266562e-02
4.839679358717434710e+00 6.495251730754586506e-02
4.849699398797595151e+00 6.486767180323656234e-02
4.859719438877755593e+00 6.478404094555768877e-02
4.869739478957916035e+00 6.470160537732515260e-02
4.879759519038075588e+00 6.462034604288520445e-02
4.889779559118236030e+00 6.454024425347548721e-02
4.899799599198396471e+00 6.446128160700081988e-02
4.909819639278556913e+00 6.438344005190869968e-02
4.919839679358717355e+00 6.430670186774707642e-02
4.929859719438877796e+00 6.423104960931355634e-02
4.939879759519038238e+00 6.415646612824241202e-02
4.949899799599197792e+00 6.408293459738785558e-02
4.959919839679358233e+00 6.401043848243430368e-02
4.969939879759518675e+00 6.393896152093173080e-02
4.979959919839679117e+00 6.386848774175954424e-02
4.989979959919839558e+00 6.379900141220358478e-02
5.000000000000000000e+00 6.373048717218174342e-02
