# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
0.000000000000000000e+00 2.323975097995751096e-02 1.184577269845996511e-01 1.451820883356486763e-02 2.066293814230498252e-02 2.718655329583100078e-02 1.978579963808107384e-02 1.951972205070610228e-02 2.798471462163039380e-02 9.517625154322995051e-02 3.633827291708752877e-02 1.136532320903163862e-01 3.421596479148552705e-03
1.002004008016032024e-02 2.811843002762216132e-02 1.226312922777945957e-01 1.788556706266025351e-02 2.516925532046853861e-02 3.258619239151401559e-02 2.422610477227115852e-02 2.413200105752679250e-02 3.328363453270907768e-02 1.019857975607531830e-01 4.296929603788142427e-02 1.211255754296107490e-01 4.661778124981542579e-03
2.004008016032064049e-02 3.317687398583837183e-02 1.230812909552892465e-01 2.078359363271914048e-02 2.976771675607465736e-02 3.829867448926473766e-02 2.888521399055360428e-02 2.948769302742598394e-02 3.846152105438267743e-02 1.052883787168149288e-01 5.066119553006465798e-02 1.263161136247629157e-01 5.840637111118274390e-03
3.006012024048096073e-02 3.832906891991682413e-02 1.207398611408830036e-01 2.306717171296277999e-02 3.436751316110681770e-02 4.425845732426118145e-02 3.368368292291383514e-02 3.562478277395510207e-02 4.340232521052708736e-02 1.056003135715990610e-01 5.943564384021222946e-02 1.294728710476782119e-01 6.851768902789764221e-03
4.008016032064128098e-02 4.352025660401444285e-02 1.167944370708647317e-01 2.472934986655194595e-02 3.892681834364770249e-02 5.041732736747962101e-02 3.857037051262188904e-02 4.256979953119757049e-02 4.804767529272910287e-02 1.036345330358982159e-01 6.925275463159576150e-02 1.309163872143072060e-01 7.650547148567996177e-03
5.010020040080159776e-02 4.872937525879855042e-02 1.125006377745624980e-01 2.586477037982456983e-02 4.345324346007096994e-02 5.674751507052390453e-02 4.352582577457122376e-02 5.033679081184001813e-02 5.239192322134436641e-02 1.001270685924768172e-01 7.999846688171305398e-02 1.309833470730777383e-01 8.250134839800860043e-03
6.012024048096192147e-02 5.396704767686618526e-02 1.090197696249198406e-01 2.662307133349478550e-02 4.799791849886300005e-02 6.324207140425469609e-02 4.856121914371167719e-02 5.892659303130164117e-02 5.647182418137135923e-02 9.573021921798142986e-02 9.147782325623557420e-02 1.299905673373480119e-01 8.702397954681379694e-03
7.014028056112224518e-02 5.927090313553669276e-02 1.072604222141242125e-01 2.717016992779521314e-02 5.264678935987024411e-02 6.991323013332141623e-02 5.371455173974562514e-02 6.832634104062572378e-02 6.035455139210117725e-02 9.096515856039992520e-02 1.034168327543141114e-01 1.282160324121081885e-01 9.077370367226724260e-03
8.016032064128256196e-02 6.469983426860830000e-02 1.077373929478087772e-01 2.766427761493172113e-02 5.751191247814194801e-02 7.678952618278860054e-02 5.904573349887544398e-02 7.850917047730161802e-02 6.412659205164378262e-02 8.621554281788647300e-02 1.154744848624394554e-01 1.258921754941543791e-01 9.448960829732355043e-03
9.018036072144287874e-02 7.032832883605548424e-02 1.105143918757659077e-01 2.824579296792043004e-02 6.272434584242950195e-02 8.391232442693549731e-02 6.463167652052738410e-02 8.943408710625926072e-02 6.788484808636546797e-02 8.174370790888882410e-02 1.272647416378848151e-01 1.232068394647353876e-01 9.888557220296266548e-03
1.002004008016031955e-01 7.624151356956476722e-02 1.152859658815632987e-01 2.903700626636706444e-02 6.842918130074342187e-02 9.133222679104514852e-02 7.056204927816762951e-02 1.010460037342842260e-01 7.173031426743096961e-02 7.771580894289785435e-02 1.383863481053731193e-01 1.203083282865567705e-01 1.046497440425907428e-02
1.102204408817635262e-01 8.253113292581416849e-02 1.215630678845340679e-01 3.014739076857101546e-02 7.478253888506214420e-02 9.910563596522599383e-02 7.693592123985330822e-02 1.132759697193838622e-01 7.576411711645070213e-02 7.422763989809844087e-02 1.484565879456798687e-01 1.173120687058270134e-01 1.124851539387488296e-02
1.202404809619238429e-01 8.929240575178748474e-02 1.288639677914322212e-01 3.168139502536786167e-02 8.194994864616897412e-02 1.072915988616421623e-01 8.385924343345571574e-02 1.260416372338593327e-01 8.008541983368899775e-02 7.132708844377749768e-02 1.571441541128406616e-01 1.143073596276407838e-01 1.231750559443940338e-02
1.302605210420841597e-01 9.662154905651851311e-02 1.368405113145382823e-01 3.374694992220999418e-02 9.010538752580504740e-02 1.159489457342598034e-01 9.144295017182840768e-02 1.392480184730517101e-01 8.479063147286598767e-02 6.903187910561413287e-02 1.641963840575715594e-01 1.113634017162586504e-01 1.376653970819617830e-02
1.402805611222444904e-01 1.046137005079385424e-01 1.453280215938657638e-01 3.646388101806940368e-02 9.943021894226192203e-02 1.251336801169887214e-01 9.980139893795342276e-02 1.527885886821893913e-01 8.997340766661471312e-02 6.734271068942082605e-02 1.694572011464499373e-01 1.085342805932715260e-01 1.571640268202851784e-02
