# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
0.000000000000000000e+00 8.127431004870521586e-03 6.064380079329882711e-02 6.755203167309992152e-02 1.143139742945716540e-02 1.815290785265710993e-05 1.123675320935597043e-02 1.109121643494104421e-02 1.112753877054084399e-02 1.934452270267125219e-03 1.141091274983340939e-02 8.206598794100666144e-03 7.428971819875295618e-03
1.002004008016032024e-02 1.360895631218312328e-02 5.118618105171351268e-02 6.052000056566825964e-02 1.897780772599179031e-02 2.980581422488965318e-05 1.866432944153397985e-02 1.846956781000323733e-02 1.855114379943641201e-02 3.172822238495029770e-03 1.895377906692486195e-02 1.363392053418830720e-02 1.304017809899253935e-02
2.004008016032064049e-02 1.962832913084160136e-02 3.350400728065246192e-02 3.473692272827944016e-02 2.761309631378134483e-02 4.276773977435763610e-05 2.708409073052599897e-02 2.687454091097233114e-02 2.707918565439178249e-02 4.734534053416799941e-03 2.759989294611268559e-02 2.003512017832029257e-02 1.962140624079880893e-02
3.006012024048096073e-02 2.610511332547082661e-02 3.983017589441425338e-02 1.856646092561430386e-02 3.649849686724428860e-02 5.617089846404703645e-05 3.567910169156284644e-02 3.549414579404927550e-02 3.588922795041710884e-02 7.212797455778679513e-03 3.651327162620875144e-02 2.835973489503798919e-02 2.669187869152966908e-02
4.008016032064128098e-02 3.316336860772551437e-02 5.112753997635338665e-02 1.199214213555546520e-02 4.496816308839808596e-02 7.915567344888027677e-05 4.386248599253433217e-02 4.373064629284728611e-02 4.433013889192765483e-02 1.289124016186583323e-02 4.502511474292331811e-02 3.897376563364364499e-02 3.409533827522390204e-02
5.010020040080159776e-02 4.100244576293954335e-02 5.925076383421848392e-02 9.878572725358051795e-03 5.262808183372223031e-02 3.057799945777022062e-04 5.133977505740745101e-02 5.127133493758373461e-02 5.201971317683609652e-02 2.730166702890170563e-02 5.273456267500743061e-02 5.088542681179708538e-02 4.195167570767383697e-02
6.012024048096192147e-02 4.984995648611665470e-02 6.650377520857482516e-02 9.524920364227498076e-03 5.934734318228487848e-02 3.119102028622675743e-03 5.806220337960767142e-02 5.805029585466619374e-02 5.883399743503135021e-02 5.791691283785243421e-02 5.950241764930529198e-02 6.239735829086937025e-02 5.052156438059559468e-02
7.014028056112224518e-02 5.992726463288482186e-02 7.895745239599955001e-02 9.945856223844029564e-03 6.519815225570553541e-02 2.314484621351677388e-02 6.414634975154173691e-02 6.417282736057350334e-02 6.484653002611757977e-02 1.060115462652263807e-01 6.539314633589654591e-02 7.234558792248217685e-02 6.009098105504476900e-02
8.016032064128256196e-02 7.141341152291720562e-02 1.096012315225800005e-01 1.088508975844857014e-02 7.038415638969769406e-02 9.704686305097941224e-02 6.980088403079276471e-02 6.984325891766308969e-02 7.025752448091601710e-02 1.587002704098840478e-01 7.060432220725673669e-02 8.081417203747794098e-02 7.089798830835367105e-02
9.018036072144287874e-02 8.440430822690095369e-02 2.035998790954572923e-01 1.243964980202298676e-02 7.517811970600370153e-02 2.379928047261823110e-01 7.527384081428852014e-02 7.531106619465942342e-02 7.533338962592918409e-02 1.954498236885070517e-01 7.540464143005150277e-02 8.891629250002761053e-02 8.308927946499070072e-02
1.002004008016031955e-01 9.886752733714979091e-02 3.073464378632460026e-01 1.502834538785030594e-02 7.987679087119269050e-02 3.722601530375662660e-01 8.082006202510907955e-02 8.083639504372605589e-02 8.036350602970186718e-02 2.045391137779883628e-01 8.008862418104131797e-02 9.795265764429186839e-02 9.668786292670421278e-02
1.102204408817635262e-01 1.145978506135110486e-01 3.253931401580400506e-01 1.957033421567197853e-02 8.477308922434446947e-02 4.098999288757953496e-01 8.668373627046922769e-02 8.667082524696020918e-02 8.563373835002736911e-02 1.897332562026268210e-01 8.494842424930514058e-02 1.084209448485798644e-01 1.115629555766892156e-01
1.202404809619238429e-01 1.311844229782518634e-01 2.596602441094655322e-01 2.783756913179966097e-02 9.014194763483950046e-02 3.499690163319875147e-01 9.309045467825359521e-02 9.304815314486859779e-02 9.141276914940378584e-02 1.629822367222114321e-01 9.025928487229975539e-02 1.193827210721999099e-01 1.274100068592451673e-01
1.302605210420841597e-01 1.480051194568193507e-01 1.870512090358254498e-01 4.287191786857223047e-02 9.623508008502029698e-02 2.529596238728256674e-01 1.002442778899659964e-01 1.001806932546554230e-01 9.794658268699245329e-02 1.350111749444482812e-01 9.627407146049495046e-02 1.287030591781460620e-01 1.437563537037679084e-01
1.402805611222444904e-01 1.642649116614642579e-01 1.728216414333036133e-01 6.908669894481365981e-02 1.032802253503007917e-01 1.669434158822505343e-01 1.083265732763724065e-01 1.082577108606619654e-01 1.054568387375982158e-01 1.116116757579233842e-01 1.032224706201086833e-01 1.342488702448767501e-01 1.600015462001632971e-01
1.503006012024047933e-01 1.790892464984103483e-01 1.994156935570189915e-01 1.113505617632582906e-01 1.114814364517271589e-01 1.070151125555082877e-01 1.174945714304409805e-01 1.174437494796294612e-01 1.141399394021672120e-01 9.449954040796859633e-02 1.113114298465193025e-01 1.352989536419116345e-01 1.754891158835097109e-01
1.603206412825651239e-01 1.916675435620628642e-01 2.301724817609671625e-01 1.725152145755622091e-01 1.210180910804525140e-01 6.990314495940910811e-02 1.278785124719016009e-01 1.278755680293886254e-01 1.241646874076742374e-01 8.332360852171413756e-02 1.207244646129075755e-01 1.331004580168966833e-01 1.895957333832628544e-01
1.703406813627254546e-01 2.014167375121616033e-01 2.605336380909525351e-01 2.500586271156873264e-01 1.320413134819964640e-01 4.817255338439777740e-02 1.395769796705935983e-01 1.396571844495331782e-01 1.356674459957997736e-01 7.711043006075644912e-02 1.316184376566020275e-01 1.302433404833326369e-01 2.018177036841647676e-01
1.803607214428857575e-01 2.081118402981552984e-01 2.951285975572439102e-01 3.341889841207185685e-01 1.446673841319502385e-01 3.582920355530131579e-02 1.526506158269180513e-01 1.528531789927528028e-01 1.487446041676527830e-01 7.495365818148817805e-02 1.441172768534885185e-01 1.295034317196022688e-01 2.118353508830824461e-01
1.903807615230460881e-01 2.119307088496332758e-01 3.302888361380526550e-01 4.098458294872324159e-01 1.589684869391259636e-01 2.912159051528443593e-02 1.671149141316055908e-01 1.674809622550173516e-01 1.634429403835180317e-01 7.624231094203219594e-02 1.583028573730369815e-01 1.329735194900350526e-01 2.195427795792359860e-01
2.004008016032063910e-01 2.133942729571643437e-01 3.545641481678016294e-01 4.623864525628657018e-01 1.749618216311847607e-01 2.597064728961372831e-02 1.829331612074850122e-01 1.835031473145349312e-01 1.797491438248424722e-01 8.069188633589066684e-02 1.742039461573103021e-01 1.417626085410100267e-01 2.250408311032651154e-01
2.104208416833667217e-01 2.132323139786006794e-01 3.587089769555390495e-01 4.835343845444171063e-01 1.925986670068801643e-01 2.535074414969239881e-02 2.000108452888484933e-01 2.008214402842317670e-01 1.975802589646539487e-01 8.831795544956184962e-02 1.917846857288460216e-01 1.560663812925253413e-01 2.286005825014250092e-01
2.204408817635270523e-01 2.122331231679040475e-01 3.421901293797854904e-01 4.738494591232279007e-01 2.117553750280320168e-01 2.689646630052345763e-02 2.181928945727564795e-01 2.192735368110355909e-01 2.167770959508392714e-01 9.940544717559993138e-02 2.109345515737500454e-01 1.753480755576838912e-01 2.306102498510201881e-01
2.304609218436873552e-01 2.111270051911595114e-01 3.130692284831965710e-01 4.408424167974723251e-01 2.322284321293397735e-01 3.070646088945856028e-02 2.372649538123490220e-01 2.386343497116902856e-01 2.371026403660587145e-01 1.144830609715870584e-01 2.314619979612750900e-01 1.985265915851135432e-01 2.315189569267296910e-01
