# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
1.000000000000000021e-08 9.999986926866071109e-301 0.000000000000000000e+00 9.999989135640080882e-301 9.999987168247558469e-301 9.999984270989781249e-301 9.999986016383538650e-301 9.999987881177993942e-301 9.999983430902895841e-301 9.999989538829216416e-301 9.999990414554983003e-301 9.999983409354048477e-301 9.999987932438243884e-301
1.002004008016032024e-02 5.427005140214366530e-03 4.911258823475785984e-05 5.447860294491900165e-03 5.408184688253183520e-03 5.399521202365694522e-03 5.449148335699849008e-03 5.426393935918188277e-03 5.427966149467512366e-03 5.442472390470454863e-03 5.422546139691521681e-03 5.416264019376490491e-03 5.429506732280473848e-03
2.004008016032064049e-02 3.291298661827027870e-03 4.891534148822847066e-05 3.312140944875631172e-03 3.272092674543383272e-03 3.263638550452077278e-03 3.312989453752069897e-03 3.291380795822314298e-03 3.292337526906833484e-03 3.306228389499592333e-03 3.286692760598858114e-03 3.281080673094737086e-03 3.294308370033750301e-03
3.006012024048096073e-02 2.414452707728541227e-03 3.708042008332743502e-05 2.430270558899433678e-03 2.399046975193306914e-03 2.392942550441185152e-03 2.430126412985485120e-03 2.415801062238005087e-03 2.415387536193996931e-03 2.424823095963866623e-03 2.410668887465734073e-03 2.407610711331010286e-03 2.417685808270681001e-03
4.008016032064128098e-02 2.216226918317469336e-03 2.302943130090672817e-05 2.225765028298096714e-03 2.205294331756905372e-03 2.202177630380728127e-03 2.224247965446729883e-03 2.219496239206741276e-03 2.217067511278391235e-03 2.220681575174219841e-03 2.213394663530690934e-03 2.213811544205739924e-03 2.219982732350161535e-03
5.010020040080159776e-02 2.512382553537153684e-03 1.239226940498102964e-05 2.512610339374382086e-03 2.507746048723946686e-03 2.509173562196572241e-03 2.508958662960551842e-03 2.518959592988988510e-03 2.513126092732981959e-03 2.507798341534887929e-03 2.510872822876809157e-03 2.516822382694509051e-03 2.517229171949539844e-03
6.012024048096192147e-02 3.356925230996633900e-03 4.686427874575633249e-05 3.339650853875845461e-03 3.364254452603984355e-03 3.374223303226996443e-03 3.332459535100756095e-03 3.369504124333953451e-03 3.357440176240050495e-03 3.335640352877933864e-03 3.357986908594877157e-03 3.374053284102283487e-03 3.363611758359870418e-03
7.014028056112224518e-02 4.966798924696559474e-03 1.269909949463933691e-04 4.915406925331666961e-03 4.998278236702881350e-03 5.024633561201113929e-03 4.902768007368599711e-03 4.989735091046052125e-03 4.966670804699251963e-03 4.914194080686790783e-03 4.973237251251508458e-03 5.007579170472844891e-03 4.975980883821225914e-03
8.016032064128256196e-02 7.646271740384384501e-03 2.674868105216088613e-04 7.534651518779857463e-03 7.721843138561021967e-03 7.776420696948352362e-03 7.515332743436855915e-03 7.684810047473926084e-03 7.644603696760885782e-03 7.540865945064081574e-03 7.662898573270494028e-03 7.726483940839810709e-03 7.657668371795791490e-03
9.018036072144287874e-02 1.162993331220898811e-02 4.711201905164208925e-04 1.142908695890502806e-02 1.177286388356697279e-02 1.186770587696869654e-02 1.140530525809766750e-02 1.168705908521393971e-02 1.162524584325206993e-02 1.145072009914580545e-02 1.166279652077230680e-02 1.176423123014880279e-02 1.164081667486046093e-02
