# Omega Rho_mean
0.000000000000000000e+00 2.345238952774461941e-02
1.002004008016032024e-02 2.817420886891830456e-02
2.004008016032064049e-02 3.046176448521223032e-02
3.006012024048096073e-02 3.464919733937859431e-02
4.008016032064128098e-02 4.003469859193225372e-02
5.010020040080159776e-02 4.531866528884294365e-02
6.012024048096192147e-02 4.988143997369960669e-02
7.014028056112224518e-02 5.366059207832502703e-02
8.016032064128256196e-02 5.693905912308951101e-02
9.018036072144287874e-02 6.017580568778189282e-02
1.002004008016031955e-01 6.387213823787857292e-02
1.102204408817635262e-01 6.847856862135949518e-02
1.202404809619238429e-01 7.434128409125471959e-02
1.302605210420841597e-01 8.168257939139164647e-02
1.402805611222444904e-01 9.061327797781204563e-02
1.503006012024047933e-01 1.011782810574569508e-01
1.603206412825651239e-01 1.134297698477917671e-01
1.703406813627254546e-01 1.275067179492109515e-01
1.803607214428857575e-01 1.436843103553153977e-01
1.903807615230460881e-01 1.623555453406876625e-01
2.004008016032063910e-01 1.839273210737795428e-01
2.104208416833667217e-01 2.086508031799368668e-01
2.204408817635270523e-01 2.364441279533895657e-01
2.304609218436873552e-01 2.667813093690200588e-01
2.404809619238476859e-01 2.986999279225976967e-01
2.505010020040079888e-01 3.309306510760006703e-01
2.605210420841683194e-01 3.621011838867759236e-01
2.705410821643286501e-01 3.909443283626736210e-01
2.805611222444889807e-01 4.164520633908424530e-01
2.905811623246493114e-01 4.379507928811211537e-01
3.006012024048095865e-01 4.551049126315573901e-01
3.106212424849699172e-01 4.678734444443247154e-01
3.206412825651302478e-01 4.764457350052695994e-01
3.306613226452905785e-01 4.811747585598742938e-01
3.406813627254509091e-01 4.825174677662357747e-01
3.507014028056111843e-01 4.809854953912508502e-01
3.607214428857715149e-01 4.771062323258615234e-01
3.707414829659318456e-01 4.713935010514775925e-01
3.807615230460921762e-01 4.643268749719540178e-01
3.907815631262525069e-01 4.563386145149722628e-01
4.008016032064127820e-01 4.478070613211415085e-01
4.108216432865731127e-01 4.390551313852696924e-01
4.208416833667334433e-01 4.303524185581977801e-01
4.308617234468937740e-01 4.219196352977049869e-01
4.408817635270541047e-01 4.139341562452387158e-01
4.509018036072144353e-01 4.065358725056065214e-01
4.609218436873747105e-01 3.998328141345306452e-01
4.709418837675350411e-01 3.939062156844600482e-01
4.809619238476953718e-01 3.888149799770279635e-01
4.909819639278557024e-01 3.845994834567586507e-01
5.010020040080159776e-01 3.812848507555014477e-01
5.110220440881763082e-01 3.788837516809421824e-01
5.210420841683366389e-01 3.773987736862141062e-01
5.310621242484969695e-01 3.768245036628716793e-01
5.410821643286573002e-01 3.771492912379116325e-01
5.511022044088176308e-01 3.783567915813331184e-01
5.611222444889779615e-01 3.804272844845262291e-01
5.711422845691382921e-01 3.833387987099030614e-01
5.811623246492986228e-01 3.870680412043668306e-01
5.911823647294588424e-01 3.915911835967023635e-01
6.012024048096191731e-01 3.968844739300932400e-01
6.112224448897795037e-01 4.029246846079763134e-01
6.212424849699398344e-01 4.096894433329309471e-01
6.312625250501001650e-01 4.171573963573233512e-01
6.412825651302604957e-01 4.253082717583841488e-01
6.513026052104208263e-01 4.341228110883754709e-01
6.613226452905811570e-01 4.435826176747427740e-01
6.713426853707414876e-01 4.536699227412545610e-01
6.813627254509018183e-01 4.643672870226339677e-01
6.913827655310621489e-01 4.756572932045236568e-01
7.014028056112223686e-01 4.875221955448133526e-01
7.114228456913826992e-01 4.999436019018475563e-01
7.214428857715430299e-01 5.129021686973864735e-01
7.314629258517033605e-01 5.263773227969121837e-01
7.414829659318636912e-01 5.403470569941730695e-01
7.515030060120240218e-01 5.547877393676134972e-01
7.615230460921843525e-01 5.696739937476759108e-01
7.715430861723446831e-01 5.849786005184153259e-01
7.815631262525050138e-01 6.006724664724730767e-01
7.915831663326653445e-01 6.167245857860294000e-01
8.016032064128255641e-01 6.331020487862110135e-01
8.116232464929858947e-01 6.497700347800773324e-01
8.216432865731462254e-01 6.666918304005818863e-01
8.316633266533065560e-01 6.838288482360370679e-01
8.416833667334668867e-01 7.011406237796976582e-01
8.517034068136272174e-01 7.185848182787508698e-01
8.617234468937875480e-01 7.361172367499003721e-01
8.717434869739478787e-01 7.536918020674143737e-01
8.817635270541082093e-01 7.712606032519703225e-01
8.917835671342685400e-01 7.887738968095679981e-01
9.018036072144288706e-01 8.061801537523098915e-01
9.118236472945890903e-01 8.234261597501170149e-01
9.218436873747494209e-01 8.404570877925839900e-01
9.318637274549097516e-01 8.572166791992998913e-01
9.418837675350700822e-01 8.736474286638871156e-01
9.519038076152304129e-01 8.896908435051287256e-01
9.619238476953907435e-01 9.052877212964749454e-01
9.719438877755510742e-01 9.203785282669525447e-01
9.819639278557114048e-01 9.349037695717974383e-01
9.919839679358717355e-01 9.488044762902561047e-01
1.002004008016031955e+00 9.620226384358092631e-01
1.012024048096192397e+00 9.745017661053644309e-01
1.022044088176352616e+00 9.861874157486162362e-01
1.032064128256513058e+00 9.970277441928633300e-01
1.042084168336673278e+00 1.006974075016448422e+00
1.052104208416833719e+00 1.015981421179491750e+00
1.062124248496993939e+00 1.024009044192567996e+00
1.072144288577154159e+00 1.031020920304759780e+00
1.082164328657314600e+00 1.036986188217920102e+00
1.092184368737474820e+00 1.041879555290599280e+00
1.102204408817635262e+00 1.045681603040947039e+00
1.112224448897795481e+00 1.048379042424819829e+00
1.122244488977955923e+00 1.049964893512020048e+00
1.132264529058116143e+00 1.050438555480279312e+00
1.142284569138276584e+00 1.049805836564028372e+00
1.152304609218436804e+00 1.048078836554075854e+00
1.162324649298597246e+00 1.045275816312607020e+00
1.172344689378757465e+00 1.041420919882932949e+00
1.182364729458917685e+00 1.036543886229322808e+00
1.192384769539078126e+00 1.030679645181550530e+00
1.202404809619238346e+00 1.023867879572633033e+00
1.212424849699398788e+00 1.016152545262622553e+00
1.222444889779559007e+00 1.007581332329791524e+00
1.232464929859719449e+00 9.982051309812413065e-01
1.242484969939879669e+00 9.880774410658174078e-01
