# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
0.000000000000000000e+00 3.290932211301231258e-02 1.908022872518748067e-02 2.919855051229219151e-02 3.332105225663319070e-02 3.579599752039181598e-02 4.099141859142570177e-02 3.043073210881793583e-02 4.011628667694493167e-02 4.449926168456853903e-02 2.821125068959337220e-02 3.285177903606514155e-02 4.082806818866054066e-02
1.002004008016032024e-02 3.866431732230883600e-02 2.021460544334186329e-02 3.465821945480086763e-02 3.910220847296860813e-02 4.174933921010577642e-02 4.719730485320682706e-02 3.599695580261810801e-02 4.630664046200712314e-02 5.088327926082285291e-02 3.359727681937023369e-02 3.860995077147748311e-02 4.705351037380010176e-02
2.004008016032064049e-02 4.419516078174777485e-02 2.024539231377339710e-02 4.006600018823716636e-02 4.463073160260784544e-02 4.733077317023244579e-02 5.268772970465644689e-02 4.146386770103700770e-02 5.186798651081533928e-02 5.634170560222333257e-02 3.900332112769905324e-02 4.416313036922951685e-02 5.260199317341896635e-02
3.006012024048096073e-02 4.939550533278214139e-02 1.922001071868984640e-02 4.531874173585892507e-02 4.980036039431101624e-02 5.243623353488380961e-02 5.738047405014465308e-02 4.672704504021620020e-02 5.670950099844723757e-02 6.080795576247484402e-02 4.433034971945972597e-02 4.940544619366167567e-02 5.738576877250925468e-02
4.008016032064128098e-02 5.422779936445599330e-02 1.728405348527080332e-02 5.036648589154851807e-02 5.457658000889491212e-02 5.704364091403407722e-02 6.130583249974801141e-02 5.173942311478779699e-02 6.084464751744063371e-02 6.434570427904075240e-02 4.952512710603278190e-02 5.429759762393752964e-02 6.142582541346768010e-02
5.010020040080159776e-02 5.871387033067593242e-02 1.463344966380900232e-02 5.520880912005077246e-02 5.898608244748747287e-02 6.119779600271944842e-02 6.457489062343105268e-02 5.650614441197326920e-02 6.436450661064725687e-02 6.710682854925878460e-02 5.457864947679194612e-02 5.885818878312597952e-02 6.482284837946333811e-02
6.012024048096192147e-02 6.292052212897829289e-02 1.147523221519735140e-02 5.988603158719821989e-02 6.310126961114352617e-02 6.499080228221830458e-02 6.734628217294991170e-02 6.107430154803654421e-02 6.740850061570696772e-02 6.928993872812849730e-02 5.951969372950256104e-02 6.315011046221716273e-02 6.772597069814281778e-02
7.014028056112224518e-02 6.694447883265414179e-02 8.007505755550080664e-03 6.446857407044064014e-02 6.702435480955820646e-02 6.854322065324552904e-02 6.979853145764196298e-02 6.552112229612899741e-02 7.013909613435478918e-02 7.110760928832929317e-02 6.440620262990609524e-02 6.726611480567090684e-02 7.030618894096446470e-02
8.016032064128256196e-02 7.089938135405593478e-02 4.452616631443625204e-03 6.904680933299865708e-02 7.087384225758702749e-02 7.198885069138738491e-02 7.211073384775515405e-02 6.994303964205626778e-02 7.272337244074569829e-02 7.276484275587397077e-02 6.931657847387889815e-02 7.131621424659388697e-02 7.273732544050429127e-02
9.018036072144287874e-02 7.490600384819617874e-02 1.783437314823847677e-03 7.372268753633459681e-02 7.477452164421749536e-02 7.546407430237148106e-02 7.445134007642148499e-02 7.444690414005361578e-02 7.532165696885025075e-02 7.444773431177327538e-02 7.434212288688761550e-02 7.541807922019683197e-02 7.518457503903419603e-02
