# Omega RhoOverOmega_mean RhoOverOmega_error RhoOverOmega_sample_0 RhoOverOmega_sample_1 RhoOverOmega_sample_2 RhoOverOmega_sample_3 RhoOverOmega_sample_4 RhoOverOmega_sample_5 RhoOverOmega_sample_6 RhoOverOmega_sample_7 RhoOverOmega_sample_8 RhoOverOmega_sample_9
1.000000000000000021e-08 1.117857702129149811e+00 9.127712326859609149e-02 1.157298909195276337e+00 1.135560406365852648e+00 1.125866757926686113e+00 1.068316062242791187e+00 1.106669532743428164e+00 1.095954803571715486e+00 1.154439546528323035e+00 1.103666823907590189e+00 1.135688341327254269e+00 1.079150598336793498e+00
8.016032064128256196e-02 1.100188405884990006e+00 5.628749078087301461e-02 1.122115471617239013e+00 1.106406685738354989e+00 1.104149636821498248e+00 1.070466349572576581e+00 1.096743091537303538e+00 1.090668767802872363e+00 1.129894388905140046e+00 1.089032727977616632e+00 1.107408281253219551e+00 1.075804788332065387e+00
1.603206412825651239e-01 1.064806446535284667e+00 3.554674877391778703e-02 1.052188307715863358e+00 1.050006271711543260e+00 1.060791768353567477e+00 1.076815380386775711e+00 1.075510215192807761e+00 1.079580834149495905e+00 1.077086910740317816e+00 1.060556690956112158e+00 1.051846515401715809e+00 1.072410760367966231e+00
2.404809619238476859e-01 9.891215429799676828e-01 8.002456205177331527e-02 9.545959766165509341e-01 9.656459985825185388e-01 9.804426720511481008e-01 1.030508886993504625e+00 1.004417052606989991e+00 1.016679414435461615e+00 9.799547226554184975e-01 9.917189371145582744e-01 9.658891070235049447e-01 1.024639159335802630e+00
3.206412825651302478e-01 8.709157811090769696e-01 7.762562855369799231e-02 8.389288642905783355e-01 8.572299230243900503e-01 8.639075424299631489e-01 9.103359749345151242e-01 8.766989505632940549e-01 8.889625441655929494e-01 8.455678508871861121e-01 8.772630298015686723e-01 8.539949279503485924e-01 9.144592085863761932e-01
4.008016032064127820e-01 7.292542576076790350e-01 5.126284780890007220e-02 7.146927551233599463e-01 7.328541324678823354e-01 7.276462712818385636e-01 7.471325367055153821e-01 7.211681186899544516e-01 7.284132745147141597e-01 6.991311238734290168e-01 7.359198631370927890e-01 7.269271864777020475e-01 7.618516391253720155e-01
4.809619238476953718e-01 5.863244293781757488e-01 4.067279954779627615e-02 5.895077959300845105e-01 6.019297744956862983e-01 5.899163117095640452e-01 5.823035758202840251e-01 5.702356210045002038e-01 5.711356792554913575e-01 5.620932934217870436e-01 5.912605424061265769e-01 5.960393926070940429e-01 5.997192324202682556e-01
5.611222444889779615e-01 4.555800337521997423e-01 4.191241919557421591e-02 4.687401541608349209e-01 4.729375170445276888e-01 4.620752076267328756e-01 4.394378116246140942e-01 4.400909126555107020e-01 4.366325927140827234e-01 4.430747220072626669e-01 4.582299694247469746e-01 4.697701069420835984e-01 4.511914054124609996e-01
6.412825651302604957e-01 3.415094481751251854e-01 3.748368450109934580e-02 3.560628922343466174e-01 3.525618206335009441e-01 3.484471291512954427e-01 3.234144398411231136e-01 3.325669066035494836e-01 3.266215990027275806e-01 3.414538569540686019e-01 3.422099632855274409e-01 3.533231948268866218e-01 3.254892000815028386e-01
7.214428857715430299e-01 2.438431480486503988e-01 3.025129996657863890e-02 2.542476876559880972e-01 2.456936673574589558e-01 2.495365836708814122e-01 2.306151464187905231e-01 2.432493268711844181e-01 2.369879201869268537e-01 2.533079792197405755e-01 2.432908913986083776e-01 2.498060151910787008e-01 2.232249419258885426e-01
8.016032064128255641e-01 1.611898210663996189e-01 2.666359907321474293e-02 1.658013150108730571e-01 1.557444960899794784e-01 1.649217222539965944e-01 1.551174799395801107e-01 1.673794568939675764e-01 1.620775838146726044e-01 1.752632067635986612e-01 1.601081978752060542e-01 1.613924313819119216e-01 1.418951703232760042e-01
8.817635270541082093e-01 9.309548575313807139e-02 2.348038570420519361e-02 9.331475850773368608e-02 8.500036332085909863e-02 9.495445534824195621e-02 9.258594439977006763e-02 1.016147676910490044e-01 9.824025043574188820e-02 1.063947788569624270e-01 9.207333205123270636e-02 9.006241856846863847e-02 7.906064940492435467e-02
9.619238476953907435e-01 4.094104906405102162e-02 1.565639684037027288e-02 3.959216732751631718e-02 3.494129736019849219e-02 4.152782635773109854e-02 4.296343789228031229e-02 4.773702296202710083e-02 4.604641127343161305e-02 4.925503083168290830e-02 4.033240581906680222e-02 3.792021878050422928e-02 3.369570684673086486e-02
1.042084168336673278e+00 8.191390025736707686e-03 4.458884169456914411e-03 7.586742893392879258e-03 6.489449894934430814e-03 8.247618653084333104e-03 9.162316746820102498e-03 1.024258077829515515e-02 9.967449875138196039e-03 1.036939156505543858e-02 8.042649737349154629e-03 7.216221055272329342e-03 6.568155197599224310e-03
1.122244488977955923e+00 1.501554187656531912e-04 1.121169386887965822e-04 1.325560633703813803e-04 1.101282102187937614e-04 1.498473059613348712e-04 1.839087221797973697e-04 2.029516982855483233e-04 2.011835443290685150e-04 2.000217573934399181e-04 1.470769972314555610e-04 1.253301708605355396e-04 1.179007212987497657e-04
1.202404809619238346e+00 1.158887507380427080e-04 1.124729497768058988e-04 9.726984932597979190e-05 7.845826117016530118e-05 1.145295983884713560e-04 1.551994264609645943e-04 1.709608308474831013e-04 1.705191020219817084e-04 1.614775679155290426e-04 1.132423517407049872e-04 9.155097624892118309e-05 8.970567095224086520e-05
1.282565130260520991e+00 1.201251601886794523e-04 1.446675056344135055e-04 9.574068011466483718e-05 7.534090966301469411e-05 1.174945820209504475e-04 1.738175573955072386e-04 1.933685012996363192e-04 1.940932835630828723e-04 1.742404194314065837e-04 1.172022893705607099e-04 8.972335259251953412e-05 9.213483389611666456e-05
1.362725450901803637e+00 1.249004614480821109e-04 1.858965007935872195e-04 9.466721557575416763e-05 7.293183392243345075e-05 1.209516858535969529e-04 2.043691434133952081e-04 2.185073744828135470e-04 2.237132123012416679e-04 1.877560201523554206e-04 1.215757239958183215e-04 8.839840779608718470e-05 9.556410297497438134e-05
1.442885771543086060e+00 1.298793332015702113e-04 2.325793544662977958e-04 9.388677443378632044e-05 7.107275309942760017e-05 1.245468394545892928e-04 2.352924177979752625e-04 2.473216069047172363e-04 2.588383603043479392e-04 2.015642086753071196e-04 1.263386646526083235e-04 8.741494967470206422e-05 9.938462380540507267e-05
1.523046092184368705e+00 1.346282678771250493e-04 2.824370492799385484e-04 9.312783776302087976e-05 6.952758665455449822e-05 1.278825336458257233e-04 2.696351953950849346e-04 2.775521877654507316e-04 2.945490423140129858e-04 2.145536470870720261e-04 1.309952085530353169e-04 8.651427480807200151e-05 1.033286602979402642e-04
1.603206412825651128e+00 1.392231852716442229e-04 3.355717643444477093e-04 9.251704665542380944e-05 6.836646823715904989e-05 1.310667619884285672e-04 3.070744819325621163e-04 3.080107299371316262e-04 3.329648837147685097e-04 2.258022377839230760e-04 1.354507706409981312e-04 8.580855137014831201e-05 1.075532167840548644e-04
1.683366733466933773e+00 1.431512887723299945e-04 3.878702505452023808e-04 9.180688417219137602e-05 6.737480442856910820e-05 1.336432451885830269e-04 3.442191420146054710e-04 3.355618184919455065e-04 3.713883020736458845e-04 2.345645901292487843e-04 1.393053118833604415e-04 8.506350011379339073e-05 1.117109905202653096e-04
1.763527054108216419e+00 1.464650929435563085e-04 4.376289243294112074e-04 9.110919979544068780e-05 6.660912346775830063e-05 1.356982121147150212e-04 3.813969710366539633e-04 3.598543570483600084e-04 4.069719412774426581e-04 2.410267532130560869e-04 1.425889195428861416e-04 8.437737373948061594e-05 1.157713788538727525e-04
