# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
1.000000000000000021e-08 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.002002002002001985e-02 1.935401302899793740e-04 5.697250806151382197e-05 1.927879631441536880e-04 1.821201668830320494e-04 1.943652374793194938e-04 1.595012533832994934e-04 1.874205185942550680e-04 1.850482722088726243e-04 1.909742675230801366e-04 1.994693668655247456e-04 1.526705274154736402e-04 1.818276032426966186e-04
4.004004004004003969e-02 4.318604333281759154e-04 5.811413037453367150e-05 4.334395716156383221e-04 4.282232626200215778e-04 4.236456705872137965e-04 3.897420985299801782e-04 4.235191338277253452e-04 4.248354530992151917e-04 4.265487263486788042e-04 4.435253999290901766e-04 4.000933213022262185e-04 4.166581002001113723e-04
6.006006006006005954e-02 6.852137409439235669e-04 6.240475817281652829e-05 6.904258601447217690e-04 6.969088639444165388e-04 6.626028921900780928e-04 6.378260718795059027e-04 6.741744189437083243e-04 6.817931847185688737e-04 6.761340137107701509e-04 7.050106488342258769e-04 6.804822586940794445e-04 6.665816294862019539e-04
8.008008008008007939e-02 9.231926375003450275e-04 8.586585200865390116e-05 9.322611890116009508e-04 9.541371935888905533e-04 8.846623270550772831e-04 8.763277913336989678e-04 9.101527466432598155e-04 9.235720060459048789e-04 9.104773190428969501e-04 9.505813321748678374e-04 9.575731746795145341e-04 9.033029887216039713e-04
1.001001001001000923e-01 1.117405094922063833e-03 1.184047461033881240e-04 1.129118746128701927e-03 1.166324475120733388e-03 1.066375806826490866e-03 1.080089454301568158e-03 1.104286089905209475e-03 1.119614019133706451e-03 1.102583535590239772e-03 1.148365772633083747e-03 1.194018903578956481e-03 1.100610707339270402e-03
1.201201201201201191e-01 1.251728935436703920e-03 1.453455288696756315e-04 1.263771792936711422e-03 1.312600283973366661e-03 1.195549789165261528e-03 1.234193592962495476e-03 1.241162434767688295e-03 1.252252358407373580e-03 1.237291603602248867e-03 1.279845321433952746e-03 1.364216254869199006e-03 1.243467980432776251e-03
1.401401401401401459e-01 1.319899608168349911e-03 1.605860802127187883e-04 1.329573054537932023e-03 1.383906001726718012e-03 1.267644734457369117e-03 1.330985295261807866e-03 1.314489885747283961e-03 1.314900525357249380e-03 1.308531157657898385e-03 1.338265482131755467e-03 1.454887404479209868e-03 1.325128042265905472e-03
1.601601601601601588e-01 1.328841268952472799e-03 1.667526300573903128e-04 1.333884789235170731e-03 1.387120626297115881e-03 1.288690451324554873e-03 1.373784651696807486e-03 1.330464328932998846e-03 1.315368680226966036e-03 1.322622574017081991e-03 1.332055544974204394e-03 1.470516744523603413e-03 1.350641920798341085e-03
1.801801801801801717e-01 1.298223278486452040e-03 1.719540504603671272e-04 1.297321114102502121e-03 1.344146069948455938e-03 1.275677585740309788e-03 1.378227965900019787e-03 1.307752452597883567e-03 1.274786305803541318e-03 1.298224544322662197e-03 1.283422924154500096e-03 1.433066183219777441e-03 1.337431211644744735e-03
