# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.008016032064127925e-03 3.828983894799762450e-02 9.099383735976186716e-02 2.331403260865640842e-02 2.757076663840290348e-02 2.026109998551469185e-02 6.971633573894543690e-02 3.869364891598910811e-02 1.639387135292549869e-02 2.150371685208578298e-02 3.777462621718003649e-02 1.071353203636163792e-01 7.210258587064187485e-02
8.016032064128255849e-03 9.524209690860434285e-02 2.010272499075039798e-01 6.030603284753763282e-02 7.033067233624440417e-02 5.300068755579445678e-02 1.649348328500639949e-01 9.607061706859672257e-02 4.355250116107008823e-02 5.597776001452930278e-02 9.412067092369379162e-02 2.441337433184391503e-01 1.702504328541963041e-01
1.202404809619238291e-02 1.450514337226368466e-01 2.689602156615317208e-01 9.551192498007131382e-02 1.098248692958910810e-01 8.509928869424014664e-02 2.384413028947702795e-01 1.458771874406346314e-01 7.101403840202898110e-02 8.940427331578044978e-02 1.437321879132017477e-01 3.393545818302856620e-01 2.457454633692039148e-01
1.603206412825651170e-02 1.874942894094949464e-01 3.021535663049396692e-01 1.283370606135558478e-01 1.454957077707122459e-01 1.161417085135966615e-01 2.922736010008007979e-01 1.878338893418975142e-01 9.840412028552997237e-02 1.213375824927342694e-01 1.864394545619310617e-01 3.995807426080044689e-01 3.008553226125545987e-01
2.004008016032064049e-02 2.261970660290182622e-01 3.132902109570357974e-01 1.608250340435420089e-01 1.797945866956632277e-01 1.480248798286062650e-01 3.343239627179054319e-01 2.255923623206372575e-01 1.273035167012486757e-01 1.537621681408538332e-01 2.258416605830055046e-01 4.389432589099354076e-01 3.437991874006789406e-01
2.404809619238476581e-02 2.644230369949195913e-01 3.108914691683794529e-01 1.950829848574029413e-01 2.151282482067387869e-01 1.827648297066088723e-01 3.707813335336240801e-01 2.624380534900582762e-01 1.594825671511595766e-01 1.887551394084328316e-01 2.651825819484144864e-01 4.676496676898316829e-01 3.809791071138581287e-01
2.805611222444889460e-02 3.045663930948543374e-01 2.995980857043835655e-01 2.328664105822448038e-01 2.534070411684186674e-01 2.221294380709513683e-01 4.056709620751794421e-01 3.007720544062909562e-01 1.965815365983000496e-01 2.281037683024095541e-01 3.068562059488958993e-01 4.919118089505887803e-01 4.165375108939461946e-01
3.206412825651302340e-02 3.483207830850034714e-01 2.815746547980738090e-01 2.756017445175537040e-01 2.961041199378046662e-01 2.676375932971549743e-01 4.414823793972773025e-01 3.422869859517136404e-01 2.400897045559975129e-01 2.733138452489417003e-01 3.525675238195755123e-01 5.153029988877600998e-01 4.530211410375590275e-01
3.607214428857714872e-02 3.968820875696586481e-01 2.576038736577003219e-01 3.244551233360607467e-01 3.443610601959061213e-01 3.205921441224572899e-01 4.797329329970093648e-01 3.881811548658690714e-01 2.913540118416592661e-01 3.256543887735795506e-01 4.035238234137438207e-01 5.398273066954847321e-01 4.919688126350569291e-01
4.008016032064128098e-02 4.510812477115718200e-01 2.278367029493244822e-01 3.803707675577301384e-01 3.990539202378515227e-01 3.820811670727250475e-01 5.213329274427640492e-01 4.393025929296054954e-01 3.515607335285015345e-01 3.861698383328992512e-01 4.605561632068153610e-01 5.665818534469638790e-01 5.342902705551940690e-01
