# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
1.000000000000000021e-08 9.999887245191002516e-301 2.393897550650401783e-12 9.999897169360557768e-301 9.999877223943684223e-301 9.999900321117653846e-301 9.999873978869036460e-301 2.396295045042614266e-12 9.999894044365857090e-301 9.999890568587414138e-301 9.999876428477862716e-301 9.999873898610372866e-301 9.999805902386557895e-301
1.002004008016032024e-02 8.023812114652667526e-03 4.120626075635833597e-04 7.990761240830932324e-03 7.848565640880732219e-03 8.087028596649019699e-03 7.963041908229938001e-03 7.967722281059096134e-03 7.915383808054194531e-03 7.961214587514989227e-03 8.351002144081628303e-03 8.061131822257374194e-03 8.081911533105716472e-03
2.004008016032064049e-02 6.521872811545288175e-03 6.531427499457512264e-04 6.471131992852480544e-03 6.249244279188102477e-03 6.620025796434062665e-03 6.426245687749672017e-03 6.427083500597076046e-03 6.353284259274271165e-03 6.424380999986075216e-03 7.044147591057152609e-03 6.580986787817402935e-03 6.614574891748679041e-03
3.006012024048096073e-02 5.422801583449287678e-03 7.729448583692718382e-04 5.365371647768913885e-03 5.104357677191633837e-03 5.535568696072164577e-03 5.309558199122112708e-03 5.308354059539318291e-03 5.226747557066396821e-03 5.309382493778181181e-03 6.044528651668689898e-03 5.493264166761217121e-03 5.534546836270901916e-03
4.008016032064128098e-02 4.657056537016159535e-03 8.161383628744115068e-04 4.600069095024873420e-03 4.323046573346841018e-03 4.771224935390717264e-03 4.536347544133258886e-03 4.533205827238515756e-03 4.453294451861242002e-03 4.539325955941773960e-03 5.315655075839325130e-03 4.732633334804144457e-03 4.778789807194279600e-03
5.010020040080159776e-02 4.161144365712960216e-03 8.145022218053793363e-04 4.109110404065646413e-03 3.827382849006764898e-03 4.268454269971124967e-03 4.038214098302767875e-03 4.032869137001241638e-03 3.960626778710859761e-03 4.045681947658474019e-03 4.818280483085453890e-03 4.238556669825244844e-03 4.288415171781191117e-03
6.012024048096192147e-02 3.886930361721322846e-03 7.872473129706351186e-04 3.843051078264084555e-03 3.560876453771039552e-03 3.981799771050800740e-03 3.764053391380999501e-03 3.756030584571832826e-03 3.695638852686651543e-03 3.777475263194524091e-03 4.519121012915110029e-03 3.964716638918158037e-03 4.018237251542208094e-03
7.014028056112224518e-02 3.803986726614397643e-03 7.433516301198062190e-04 3.771297991614560273e-03 3.489369823226444022e-03 3.881538171479060034e-03 3.681940140539058121e-03 3.670531560641151873e-03 3.625975835531342929e-03 3.703209835370283205e-03 4.394460649533567763e-03 3.881621028256714272e-03 3.939546233939535645e-03
8.016032064128256196e-02 3.899207217151513371e-03 6.840179556359830869e-04 3.881572507121745005e-03 3.599493602222460752e-03 3.953600011998436789e-03 3.778359541279561334e-03 3.762547432523265234e-03 3.738998843847929788e-03 3.810124818969711294e-03 4.431211312274154455e-03 3.976436154825188120e-03 4.040080457503977991e-03
9.018036072144287874e-02 4.175774928735715222e-03 6.049034125595563471e-04 4.178829886439081216e-03 3.897062165116262425e-03 4.198686495771460428e-03 4.056972357852058585e-03 4.035332440223807909e-03 4.040452950169846381e-03 4.102995501587300246e-03 4.626801354278408523e-03 4.252070920980453514e-03 4.323197460244621905e-03
