# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.008016032064127925e-03 1.745774629238235065e-01 2.850148409842760411e-01 5.913018481661395931e-02 4.216742659637488788e-02 2.379706785208183795e-01 2.957005245279132333e-01 1.865969454145840201e-01 1.303403185732996128e-01 1.820693189674666423e-01 2.406489132729867919e-01 1.907741474568453721e-01 3.328840469911660271e-01
8.016032064128255849e-03 3.807025232356652245e-01 5.692567488264222986e-01 1.415355626171156123e-01 1.030146723138930659e-01 5.047191059414704029e-01 6.130115159186811935e-01 4.053367199043831359e-01 2.906879351477882345e-01 3.960106296104420887e-01 5.102530792972088669e-01 4.115531797668322556e-01 6.878910248100702507e-01
1.202404809619238291e-02 5.052023091874783267e-01 6.856850137666916645e-01 2.069046504151166865e-01 1.531702262777897283e-01 6.505093436057240996e-01 7.703085646896462579e-01 5.361272117448416807e-01 3.944109853966868973e-01 5.243304102937172972e-01 6.576457906114334673e-01 5.393810484988695864e-01 8.640873273944595923e-01
1.603206412825651170e-02 5.671232694347614345e-01 6.923588307165634559e-01 2.563321241031455977e-01 1.924510376620996444e-01 7.086779085549576029e-01 8.168121115833459900e-01 6.001454793779407160e-01 4.525072792853900849e-01 5.874318316735784862e-01 7.166240093064043526e-01 5.973195620590988630e-01 9.179319433178975141e-01
2.004008016032064049e-02 5.936687586182335385e-01 6.456234384636986290e-01 2.962305978788807859e-01 2.250171810338321421e-01 7.197467540759899807e-01 8.066780332715617341e-01 6.266915709102617305e-01 4.838627687822489865e-01 6.138526542890596627e-01 7.281234630327190205e-01 6.164213271650835768e-01 9.096939142007945955e-01
2.404809619238476581e-02 6.029170881635276258e-01 5.777362820143280286e-01 3.318099464162749257e-01 2.545006753383491360e-01 7.092891521135400446e-01 7.727591481674637164e-01 6.350474767304882251e-01 5.016327510920682853e-01 6.224400700217465054e-01 7.179445724046034094e-01 6.169764997619295865e-01 8.754839104147986717e-01
2.805611222444889460e-02 6.051290373459824457e-01 5.044197508175435329e-01 3.665637803801952699e-01 2.834499183224544749e-01 6.911353611975149525e-01 7.320867510742418149e-01 6.360670995356805246e-01 5.135841858010592453e-01 6.238365725530700123e-01 7.000282771289700889e-01 6.103124085443114577e-01 8.338705260593348711e-01
3.206412825651302340e-02 6.057684398081493171e-01 4.325409465275027454e-01 4.027360387063923519e-01 3.135711949811126331e-01 6.722260077709396597e-01 6.927213159852207980e-01 6.354759795439473002e-01 5.240393185591386560e-01 6.236778857529959863e-01 6.813663257936298789e-01 6.023355032940361786e-01 7.935929482824000125e-01
3.607214428857714872e-02 6.076244834856904253e-01 3.647780602592549659e-01 4.417685275700316549e-01 3.460114616067034854e-01 6.558161381221324637e-01 6.580929384451736919e-01 6.361581681794477028e-01 5.353338004143324280e-01 6.248202039808029573e-01 6.652360744827832129e-01 5.959734593792617163e-01 7.583559406384799972e-01
4.008016032064128098e-02 6.120511557116924406e-01 3.022179668585493473e-01 4.845969053577205976e-01 3.815573873603466115e-01 6.432748290979382055e-01 6.293675897519872553e-01 6.394813502437649566e-01 5.486993172160588017e-01 6.286343986420597219e-01 6.530151186077297609e-01 5.925846889844134102e-01 7.294144062393757011e-01
4.408817635270540630e-02 6.196478467454016315e-01 2.459808952426681683e-01 5.318257481708332790e-01 4.207576750456384351e-01 6.350390976512626517e-01 6.066635699296305528e-01 6.460200365734666272e-01 5.647625008000568547e-01 6.357138590560726943e-01 6.451422995280192696e-01 5.927235874733142174e-01 7.068915278020326820e-01
4.809619238476953162e-02 6.306239821684617164e-01 1.987207194657678866e-01 5.838266169521136861e-01 4.639935475634792694e-01 6.311061512302574839e-01 5.896568639889681052e-01 6.559409247532506093e-01 5.838196945740179444e-01 6.462523420348447178e-01 6.416132609283917709e-01 5.965452446173307166e-01 6.904309293505204170e-01
5.210420841683366389e-02 6.449919930585443772e-01 1.663998556047236177e-01 6.407910045599214399e-01 5.115174961773991669e-01 6.312827213947822536e-01 5.778736267955647543e-01 6.692058460535915687e-01 6.059866228195016635e-01 6.602432310605952370e-01 6.422313002763806455e-01 6.040162031489721972e-01 6.795104703868831697e-01
5.611222444889778921e-02 6.626683708510374693e-01 1.579902929164956060e-01 7.027583145769416006e-01 5.634736423821412599e-01 6.353085339306626667e-01 5.708255465132942019e-01 6.856776137716649178e-01 6.312793708434639717e-01 6.775835151706044446e-01 6.467315150579830973e-01 6.150224491595207565e-01 6.735870898523941275e-01
6.012024048096192147e-02 6.835257647918372426e-01 1.775070175244374548e-01 7.696310990435433208e-01 6.199080919564742276e-01 6.429151203011909121e-01 5.680675216810358030e-01 7.051744752254467397e-01 6.596578492518551107e-01 6.981272050040508992e-01 6.548398951359172271e-01 6.294232930045511321e-01 6.721584816778004567e-01
6.412825651302604679e-02 7.074190956306624090e-01 2.185155668607581259e-01 8.411848747062465881e-01 6.807744535291048171e-01 6.538517199357164467e-01 5.692177240603161215e-01 7.274974802068528978e-01 6.910488245744332847e-01 7.217120206863393284e-01 6.662993231809321015e-01 6.470768990385885600e-01 6.747846412301734542e-01
6.813627254509017905e-02 7.341979743587115914e-01 2.723557744196318242e-01 9.170768253222086885e-01 7.459376882990739199e-01 6.678947029010178227e-01 5.739601075343557790e-01 7.524436982797578777e-01 7.253578819355054330e-01 7.481720570239352996e-01 6.808790150889731940e-01 6.678510863700687361e-01 6.810907423464728216e-01
7.214428857715429744e-02 7.637120148588618651e-01 3.335259955981597635e-01 9.968557974837853886e-01 8.151781853332284999e-01 6.848489972531567327e-01 5.820393019622369657e-01 7.798121723483114609e-01 7.624754732147293046e-01 7.773432119027534615e-01 6.983759346708873217e-01 6.916266118951489572e-01 6.907619483874158917e-01
7.615230460921842970e-02 7.958125770082905559e-01 3.990112410082651828e-01 1.079974747833153392e+00 8.881971206995157297e-01 7.045458787211833496e-01 5.932527244928010868e-01 8.094062719829051566e-01 8.022798944165467905e-01 8.090650028899118995e-01 7.186125649575056951e-01 7.182967527114195727e-01 7.035353057364539531e-01
8.016032064128256196e-02 8.303528321466960849e-01 4.670028326583351430e-01 1.165805949270479314e+00 9.646235871280870455e-01 7.268393324283042300e-01 6.074421746099318842e-01 8.410343803183760736e-01 8.446387591728574673e-01 8.431806990387402667e-01 7.414332580870993672e-01 7.477652009041479975e-01 7.191911346882193801e-01
8.416833667334668034e-02 8.671871511275676125e-01 5.362230212164467158e-01 1.253658682115032397e+00 1.044023580237186444e+00 7.516020779863349377e-01 6.244859010954033618e-01 8.745099154218070048e-01 8.894098229224169927e-01 8.795367774685068918e-01 7.667002611428408443e-01 7.799433214718233254e-01 7.375449735794651351e-01
8.817635270541081260e-02 9.061703294900486094e-01 6.056288407978164257e-01 1.342798755379670084e+00 1.125910647722915936e+00 7.787217692680930003e-01 6.442915045655254191e-01 9.096511827145787876e-01 9.364416114257609891e-01 9.179822168381905900e-01 7.942899320780008043e-01 8.147473103616943435e-01 7.584404679349669998e-01
9.218436873747494487e-02 9.471568995015798853e-01 6.742888319384076068e-01 1.432468984886862140e+00 1.209757822118393777e+00 8.080975826877567769e-01 6.667897454325372175e-01 9.462812834824768649e-01 9.855740804063317650e-01 9.583678703721042469e-01 8.240893606936813276e-01 8.520955160066495671e-01 7.817432831119848213e-01
9.619238476953906325e-02 9.900006352478197824e-01 7.413359984850088624e-01 1.521909671469529712e+00 1.295010349129528171e+00 8.396372588226402867e-01 6.919291992790606027e-01 9.842281604971193643e-01 1.036639404782904617e+00 1.000546016456218767e+00 8.559934596920798500e-01 8.919060433723263737e-01 8.073359813028949672e-01
1.002004008016031955e-01 1.034554280386634773e+00 8.059548827470469634e-01 1.610378148847986246e+00 1.381098679472838375e+00 8.732545909828359765e-01 7.196716554896187557e-01 1.023324788132990548e+00 1.089462924234896768e+00 1.044370109001930169e+00 8.899025190378955230e-01 9.340946846953336324e-01 8.351137525253995442e-01
1.042084168336673278e-01 1.080669488871928818e+00 8.673837806811344198e-01 1.697166581046538170e+00 1.467451200776186182e+00 9.088673234295676640e-01 7.499881476077370213e-01 1.063409479662614565e+00 1.143864233085264859e+00 1.089694712046919145e+00 9.257201855883072650e-01 9.785731835725846040e-01 8.649808789768984596e-01
1.082164328657314600e-01 1.128196950377790442e+00 9.249230375063508536e-01 1.781617356740659908e+00 1.553506235482103426e+00 9.463954114945000162e-01 7.828555135557430100e-01 1.104326271143319493e+00 1.199658383146951390e+00 1.136375586397094128e+00 9.633518192397769742e-01 1.025247821332531117e+00 8.968478199365784720e-01
1.122244488977955784e-01 1.176986665064662319e+00 9.779448672742839799e-01 1.863135626769434561e+00 1.638722908732574313e+00 9.857595953541791189e-01 8.182533997702362560e-01 1.145925339603697912e+00 1.256657160344592405e+00 1.184269890968637107e+00 1.002703176134864593e+00 1.074018307155258478e+00 9.306288189123472776e-01
1.162324649298597107e-01 1.226888331496392981e+00 1.025902346570721990e+00 1.941198737851510758e+00 1.722590585283989784e+00 1.026880243158864170e+00 8.561616402809744120e-01 1.188063417467525529e+00 1.314670394866561010e+00 1.233236462468430661e+00 1.043679373243407316e+00 1.124776951044470286e+00 9.662399505251025866e-01
1.202404809619238429e-01 1.277751813958366789e+00 1.068336407329352866e+00 2.015362511086987496e+00 1.804636676107067128e+00 1.069676424771053735e+00 8.965579574606338253e-01 1.230604172084318826e+00 1.373507267434575407e+00 1.283136141080236881e+00 1.086184094036726000e+00 1.177408098719138874e+00 1.003597539289441842e+00
1.242484969939879613e-01 1.329427659432466768e+00 1.104880328890814223e+00 2.085264483962489646e+00 1.884432714676599785e+00 1.114065183132244563e+00 9.394159446888132869e-01 1.273418527010679036e+00 1.432977579196385021e+00 1.333832115145018316e+00 1.130119000603472479e+00 1.231787808334013468e+00 1.042616895081137862e+00
1.282565130260520936e-01 1.381767639073515852e+00 1.135261639422742386e+00 2.150624370467426161e+00 1.961598693309370312e+00 1.159960975599632738e+00 9.847033022880654629e-01 1.316384909257509950e+00 1.492892958606440335e+00 1.385190263438762726e+00 1.175383322762264759e+00 1.287783749928564259e+00 1.083211320496108021e+00
1.322645290581162258e-01 1.434625293646239363e+00 1.159301591008428778e+00 2.211242091685738487e+00 2.035805726679762007e+00 1.207275262223944656e+00 1.032380306897939803e+00 1.359389413519227485e+00 1.553067984730858608e+00 1.437079479004505389e+00 1.221873599257594867e+00 1.345255309315144698e+00 1.125291353647656756e+00
1.362725450901803581e-01 1.487856466714017500e+00 1.176912526375339940e+00 2.266993789109653434e+00 2.106777170289966694e+00 1.255916221821264278e+00 1.082398501178486017e+00 1.402325880164109861e+00 1.613321212236182634e+00 1.489371963297534407e+00 1.269483549928376753e+00 1.404053878634094588e+00 1.168764216489176500e+00
1.402805611222444904e-01 1.541319813262205907e+00 1.188093539594101911e+00 2.317826258304308329e+00 2.174288365425685932e+00 1.305788579865303722e+00 1.134699595637499669e+00 1.445095888402705198e+00 1.673476088619018087e+00 1.541943483521283076e+00 1.318104060856013060e+00 1.464023316025435451e+00 1.213533443787937260e+00
1.442885771543085949e-01 1.594877274821775881e+00 1.192924868298926189e+00 2.363750236837328433e+00 2.238165209628094399e+00 1.356793534773122811e+00 1.189214577713498144e+00 1.487608669587158428e+00 1.733361758853027679e+00 1.594673589431747418e+00 1.367623267013003518e+00 1.525000556847284416e+00 1.259498671696383187e+00
1.482965931863727271e-01 1.648394515020560780e+00 1.191561455763942234e+00 2.404832954001102863e+00 2.298281764607320810e+00 1.408828771168264549e+00 1.245863025258977519e+00 1.529780948118930173e+00 1.792813756506328904e+00 1.647445788592121652e+00 1.417926718938117947e+00 1.586816358688300177e+00 1.306555567722977207e+00
1.523046092184368594e-01 1.701741311849940486e+00 1.184226099125553988e+00 2.441190307419111249e+00 2.354557114087861169e+00 1.461788550271371001e+00 1.304552622473851065e+00 1.571536719079723587e+00 1.851674583511678573e+00 1.700147681123507892e+00 1.468897621552237354e+00 1.649296162158857326e+00 1.354595886009604566e+00
1.563126252505009917e-01 1.754791904833237659e+00 1.171202564645259292e+00 2.472978979332876026e+00 2.406951674880714265e+00 1.515563868771479417e+00 1.365178876334943503e+00 1.612806972591353860e+00 1.909794183190798966e+00 1.752671056494276458e+00 1.520417134482365817e+00 1.712261049181622141e+00 1.403507633356746664e+00
1.603206412825651239e-01 1.807425296768693235e+00 1.152829009891641387e+00 2.500388748584378984e+00 2.455463148113129268e+00 1.570042678443974715e+00 1.427625030834660746e+00 1.653529375196045370e+00 1.967030312905494238e+00 1.804911955902149590e+00 1.572364724253863422e+00 1.775528780307539023e+00 1.453175332548382936e+00
1.643286573146292562e-01 1.859525510847719776e+00 1.129492012205764118e+00 2.523635197367350536e+00 2.500122276436688384e+00 1.625110159465098736e+00 1.491762175045446837e+00 1.693647918364035387e+00 2.023248823909758354e+00 1.856770704410061867e+00 1.624618559503117954e+00 1.838914892514140309e+00 1.503480370336184535e+00
1.683366733466933607e-01 1.910981804772194259e+00 1.101621467332365212e+00 2.542952957960827209e+00 2.540988549299819876e+00 1.680649040880278555e+00 1.557449539318876530e+00 1.733112543701781583e+00 2.078323856692748439e+00 1.908151917276881049e+00 1.677055941006410533e+00 1.902233839043884434e+00 1.554301418043238625e+00
1.723446893787574929e-01 1.961688844064565007e+00 1.069686594443684635e+00 2.558589596080858897e+00 2.578145973770193500e+00 1.736539962058435860e+00 1.624534971949873841e+00 1.771878753658363337e+00 2.132137960417784583e+00 1.958964484948797935e+00 1.729553758857419021e+00 1.965300153141464001e+00 1.605514913218437423e+00
1.763527054108216252e-01 2.011546837128411536e+00 1.034193264562722314e+00 2.570800185486901146e+00 2.611699004296169857e+00 1.792661869242307748e+00 1.692855586515875865e+00 1.809907215598711039e+00 2.184582145057204716e+00 2.009121541008947798e+00 1.781988969589327398e+00 2.027929618067252804e+00 1.656995591173560101e+00
1.803607214428857575e-01 2.060461634817731813e+00 9.956828559849838500e-01 2.579842593607687196e+00 2.641768702206319208e+00 1.848892441516158947e+00 1.762238567954441226e+00 1.847163366103424131e+00 2.235555874572238810e+00 2.058540417076951456e+00 1.834239086454804379e+00 2.089940426505619619e+00 1.708617055611889368e+00
