# Omega Rho_mean
0.000000000000000000e+00 3.873051047327707302e-02
1.002004008016032024e-02 4.479520961534313311e-02
2.004008016032064049e-02 5.018981324591458015e-02
3.006012024048096073e-02 5.482170567668578909e-02
4.008016032064128098e-02 5.871098143177909401e-02
5.010020040080159776e-02 6.196047373490701227e-02
6.012024048096192147e-02 6.472312736494832686e-02
7.014028056112224518e-02 6.717424504177471611e-02
8.016032064128256196e-02 6.949176977540663658e-02
9.018036072144287874e-02 7.184464428421730164e-02
1.002004008016031955e-01 7.438766870922627894e-02
1.102204408817635262e-01 7.726080460290229990e-02
1.202404809619238429e-01 8.059105228063671855e-02
1.302605210420841597e-01 8.449546471066571307e-02
1.402805611222444904e-01 8.908431597360808030e-02
1.503006012024047933e-01 9.446381014181480518e-02
1.603206412825651239e-01 1.007379733713187758e-01
1.703406813627254546e-01 1.080095340449163527e-01
1.803607214428857575e-01 1.163796914837156998e-01
1.903807615230460881e-01 1.259467338508847012e-01
2.004008016032063910e-01 1.368035113182650142e-01
2.104208416833667217e-01 1.490338205142893724e-01
2.204408817635270523e-01 1.627078171177692434e-01
2.304609218436873552e-01 1.778766506184038254e-01
2.404809619238476859e-01 1.945666035447209397e-01
2.505010020040079888e-01 2.127731102112288830e-01
2.605210420841683194e-01 2.324551131987404873e-01
2.705410821643286501e-01 2.535302749108231390e-01
2.805611222444889807e-01 2.758715811624285474e-01
2.905811623246493114e-01 2.993058409609328785e-01
3.006012024048095865e-01 3.236144938374802549e-01
3.106212424849699172e-01 3.485369862876658842e-01
3.206412825651302478e-01 3.737767796112989038e-01
3.306613226452905785e-01 3.990098245220662920e-01
3.406813627254509091e-01 4.238951079635090990e-01
3.507014028056111843e-01 4.480866723741829816e-01
3.607214428857715149e-01 4.712463568044926165e-01
3.707414829659318456e-01 4.930564286990907208e-01
3.807615230460921762e-01 5.132312791574601407e-01
3.907815631262525069e-01 5.315274405163318283e-01
4.008016032064127820e-01 5.477513385759860132e-01
4.108216432865731127e-01 5.617643966693117719e-01
4.208416833667334433e-01 5.734853341555240513e-01
4.308617234468937740e-01 5.828897244282005285e-01
4.408817635270541047e-01 5.900070719446544043e-01
4.509018036072144353e-01 5.949158188642489353e-01
4.609218436873747105e-01 5.977367876292399851e-01
4.709418837675350411e-01 5.986256064968999979e-01
4.809619238476953718e-01 5.977646553472045765e-01
4.909819639278557024e-01 5.953550166579748559e-01
5.010020040080159776e-01 5.916088379120718610e-01
5.110220440881763082e-01 5.867424140626172901e-01
5.210420841683366389e-01 5.809702000749332740e-01
5.310621242484969695e-01 5.744998673961638769e-01
5.410821643286573002e-01 5.675284366447612694e-01
5.511022044088176308e-01 5.602394512681585503e-01
5.611222444889779615e-01 5.528011083481195742e-01
5.711422845691382921e-01 5.453652296127442511e-01
5.811623246492986228e-01 5.380669396150453698e-01
5.911823647294588424e-01 5.310249115210021742e-01
6.012024048096191731e-01 5.243420474992589453e-01
6.112224448897795037e-01 5.181064695331393244e-01
6.212424849699398344e-01 5.123927134301907715e-01
6.312625250501001650e-01 5.072630342840741546e-01
6.412825651302604957e-01 5.027687502806530429e-01
6.513026052104208263e-01 4.989515663575788129e-01
6.613226452905811570e-01 4.958448354790993551e-01
6.713426853707414876e-01 4.934747272421623476e-01
6.813627254509018183e-01 4.918612844300130349e-01
6.913827655310621489e-01 4.910193562990667338e-01
7.014028056112223686e-01 4.909594050990234160e-01
7.114228456913826992e-01 4.916881858358360669e-01
7.214428857715430299e-01 4.932093043490385353e-01
7.314629258517033605e-01 4.955236606728047888e-01
7.414829659318636912e-01 4.986297858971041608e-01
7.515030060120240218e-01 5.025240826970790442e-01
7.615230460921843525e-01 5.072009794397843718e-01
7.715430861723446831e-01 5.126530078291883230e-01
7.815631262525050138e-01 5.188708150329375268e-01
7.915831663326653445e-01 5.258431195155442994e-01
8.016032064128255641e-01 5.335566212958122723e-01
8.116232464929858947e-01 5.419958753025491127e-01
8.216432865731462254e-01 5.511431379400287822e-01
8.316633266533065560e-01 5.609781954108655766e-01
8.416833667334668867e-01 5.714781829469784968e-01
8.517034068136272174e-01 5.826174032816757720e-01
8.617234468937875480e-01 5.943671528671174986e-01
8.717434869739478787e-01 6.066955640582414322e-01
8.817635270541082093e-01 6.195674701000946083e-01
8.917835671342685400e-01 6.329443012303627158e-01
9.018036072144288706e-01 6.467840176870018887e-01
9.118236472945890903e-01 6.610410855225458127e-01
9.218436873747494209e-01 6.756665011302394053e-01
9.318637274549097516e-01 6.906078678140912253e-01
9.418837675350700822e-01 7.058095279843666914e-01
9.519038076152304129e-01 7.212127528229043127e-01
9.619238476953907435e-01 7.367559900750073609e-01
9.719438877755510742e-01 7.523751694677854873e-01
9.819639278557114048e-01 7.680040637041462004e-01
9.919839679358717355e-01 7.835747014366233332e-01
1.002004008016031955e+00 7.990178275710245748e-01
1.012024048096192397e+00 8.142634055744156774e-01
1.022044088176352616e+00 8.292411532066841229e-01
1.032064128256513058e+00 8.438811052110676281e-01
1.042084168336673278e+00 8.581141928865748669e-01
1.052104208416833719e+00 8.718728312854557849e-01
1.062124248496993939e+00 8.850915045583054308e-01
1.072144288577154159e+00 8.977073390860538238e-01
1.082164328657314600e+00 9.096606546201028154e-01
