# Omega Rho_mean
0.000000000000000000e+00 5.959488477497958125e-02
1.002004008016032024e-02 5.720641209938837068e-02
2.004008016032064049e-02 3.871137343824486432e-02
3.006012024048096073e-02 2.517704112496860561e-02
4.008016032064128098e-02 1.833129596468689379e-02
5.010020040080159776e-02 1.536141555160997797e-02
6.012024048096192147e-02 1.439443699869789525e-02
7.014028056112224518e-02 1.459282653085429253e-02
8.016032064128256196e-02 1.569353781477182339e-02
9.018036072144287874e-02 1.777093437017261343e-02
1.002004008016031955e-01 2.117852087364191158e-02
1.102204408817635262e-01 2.659667117244938692e-02
1.202404809619238429e-01 3.514397432783590569e-02
1.302605210420841597e-01 4.850069549325588397e-02
1.402805611222444904e-01 6.893681423323889945e-02
1.503006012024047933e-01 9.905313575529077486e-02
1.603206412825651239e-01 1.410143539974651750e-01
1.703406813627254546e-01 1.952341479926300860e-01
1.803607214428857575e-01 2.589529860429243269e-01
1.903807615230460881e-01 3.256657925279056731e-01
2.004008016032063910e-01 3.862790575698346052e-01
2.104208416833667217e-01 4.318749633025708579e-01
2.204408817635270523e-01 4.567175557763081817e-01
2.304609218436873552e-01 4.598521371419234116e-01
2.404809619238476859e-01 4.446384581252979529e-01
2.505010020040079888e-01 4.168674052551679665e-01
2.605210420841683194e-01 3.826702787122647220e-01
2.705410821643286501e-01 3.470930846785518775e-01
2.805611222444889807e-01 3.135499775311561543e-01
2.905811623246493114e-01 2.839203375135344598e-01
3.006012024048095865e-01 2.589415430410324515e-01
3.106212424849699172e-01 2.386399192895945209e-01
3.206412825651302478e-01 2.226757151109835520e-01
3.306613226452905785e-01 2.105736717192590590e-01
3.406813627254509091e-01 2.018566778487720093e-01
3.507014028056111843e-01 1.961123529081456041e-01
3.607214428857715149e-01 1.930190135856805489e-01
3.707414829659318456e-01 1.923497160316298416e-01
3.807615230460921762e-01 1.939658514491933994e-01
3.907815631262525069e-01 1.978065663740018465e-01
4.008016032064127820e-01 2.038769786424312058e-01
4.108216432865731127e-01 2.122362369620695577e-01
4.208416833667334433e-01 2.229854357069304682e-01
4.308617234468937740e-01 2.362549309979863343e-01
4.408817635270541047e-01 2.521904360324261352e-01
4.509018036072144353e-01 2.709373815803892693e-01
4.609218436873747105e-01 2.926232825047103137e-01
4.709418837675350411e-01 3.173382563433023162e-01
4.809619238476953718e-01 3.451143638638014544e-01
4.909819639278557024e-01 3.759049871527020414e-01
5.010020040080159776e-01 4.095659990158639907e-01
5.110220440881763082e-01 4.458408387428414721e-01
5.210420841683366389e-01 4.843517255116183140e-01
5.310621242484969695e-01 5.245990188632397855e-01
5.410821643286573002e-01 5.659701015488307618e-01
5.511022044088176308e-01 6.077582248733213177e-01
5.611222444889779615e-01 6.491905726498263807e-01
5.711422845691382921e-01 6.894636080069519446e-01
5.811623246492986228e-01 7.277827527386763196e-01
5.911823647294588424e-01 7.634028193663745521e-01
6.012024048096191731e-01 7.956654693660317745e-01
6.112224448897795037e-01 8.240303582040306996e-01
6.212424849699398344e-01 8.480974563303396163e-01
6.312625250501001650e-01 8.676191297555208015e-01
6.412825651302604957e-01 8.825017738798671685e-01
6.513026052104208263e-01 8.927978730768960647e-01
6.613226452905811570e-01 8.986902119379935883e-01
6.713426853707414876e-01 9.004704712046434079e-01
6.813627254509018183e-01 8.985146128839255342e-01
6.913827655310621489e-01 8.932573343472354210e-01
7.014028056112223686e-01 8.851675132736026574e-01
7.114228456913826992e-01 8.747261016708540726e-01
7.214428857715430299e-01 8.624074066463415233e-01
7.314629258517033605e-01 8.486642168212753523e-01
7.414829659318636912e-01 8.339168362284575808e-01
7.515030060120240218e-01 8.185457721573332623e-01
7.615230460921843525e-01 8.028876391295117765e-01
7.715430861723446831e-01 7.872337228007669774e-01
7.815631262525050138e-01 7.718306293225860593e-01
7.915831663326653445e-01 7.568824565900419410e-01
8.016032064128255641e-01 7.425539980617156255e-01
8.116232464929858947e-01 7.289745557719393698e-01
8.216432865731462254e-01 7.162420334978354397e-01
8.316633266533065560e-01 7.044270559339662618e-01
8.416833667334668867e-01 6.935769317257894917e-01
8.517034068136272174e-01 6.837193445243171519e-01
8.617234468937875480e-01 6.748657023931087240e-01
8.717434869739478787e-01 6.670141081628450097e-01
