# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
0.000000000000000000e+00 nan nan nan nan 0.000000000000000000e+00 nan nan nan 0.000000000000000000e+00 nan nan nan
4.008016032064127925e-03 nan nan nan nan 2.419409181393481767e-01 nan nan nan 2.500006656450636244e-01 nan nan nan
8.016032064128255849e-03 nan nan nan nan 4.269655990581311955e-01 nan nan nan 4.394548824791318364e-01 nan nan nan
1.202404809619238291e-02 nan nan nan nan 4.809870820943026870e-01 nan nan nan 4.930478517265340366e-01 nan nan nan
1.603206412825651170e-02 nan nan nan nan 4.763257260894863121e-01 nan nan nan 4.862739269726524816e-01 nan nan nan
2.004008016032064049e-02 nan nan nan nan 4.537883657797555648e-01 nan nan nan 4.613929390569090350e-01 nan nan nan
2.404809619238476581e-02 nan nan nan nan 4.302249440604291042e-01 nan nan nan 4.357101102525959835e-01 nan nan nan
2.805611222444889460e-02 nan nan nan nan 4.116378384957893877e-01 nan nan nan 4.153020034697351148e-01 nan nan nan
3.206412825651302340e-02 nan nan nan nan 3.997262566105500570e-01 nan nan nan 4.018223247376995766e-01 nan nan nan
3.607214428857714872e-02 nan nan nan nan 3.946432259295855061e-01 nan nan nan 3.953528148456712521e-01 nan nan nan
4.008016032064128098e-02 nan nan nan nan 3.960872699633837257e-01 nan nan nan 3.955246048877582576e-01 nan nan nan
4.408817635270540630e-02 nan nan nan nan 4.037116265418470573e-01 nan nan nan 4.019346100224792107e-01 nan nan nan
4.809619238476953162e-02 nan nan nan nan 4.172613781754551110e-01 nan nan nan 4.142827407347724478e-01 nan nan nan
5.210420841683366389e-02 nan nan nan nan 4.366046075068016896e-01 nan nan nan 4.324014449397043380e-01 nan nan nan
5.611222444889778921e-02 nan nan nan nan 4.617238320695722376e-01 nan nan nan 4.562455905721643501e-01 nan nan nan
6.012024048096192147e-02 nan nan nan nan 4.926935887709714690e-01 nan nan nan 4.858690288047423644e-01 nan nan nan
6.412825651302604679e-02 nan nan nan nan 5.296538110627444507e-01 nan nan nan 5.213975170604959741e-01 nan nan nan
6.813627254509017905e-02 nan nan nan nan 5.727822533923289106e-01 nan nan nan 5.630011574334998770e-01 nan nan nan
7.214428857715429744e-02 nan nan nan nan 6.222668655236963664e-01 nan nan nan 6.108671170452127930e-01 nan nan nan
7.615230460921842970e-02 nan nan nan nan 6.782783299053581905e-01 nan nan nan 6.651726986781090201e-01 nan nan nan
8.016032064128256196e-02 nan nan nan nan 7.409429622930649995e-01 nan nan nan 7.260588148874079772e-01 nan nan nan
