# Omega Rho_mean
0.000000000000000000e+00 4.290846264839889672e-04
1.002004008016032024e-02 1.229176178295127153e-03
2.004008016032064049e-02 3.516359207080088471e-03
3.006012024048096073e-02 1.023355602838883771e-02
4.008016032064128098e-02 2.663971950910917416e-02
5.010020040080159776e-02 5.642743188984111063e-02
6.012024048096192147e-02 9.469400722173250406e-02
7.014028056112224518e-02 1.285216658799338274e-01
8.016032064128256196e-02 1.473434833670666522e-01
9.018036072144287874e-02 1.498827534704199882e-01
1.002004008016031955e-01 1.414843312642496409e-01
1.102204408817635262e-01 1.284521136245661832e-01
1.202404809619238429e-01 1.151187218726468786e-01
1.302605210420841597e-01 1.036960534650694932e-01
1.402805611222444904e-01 9.509666898804994273e-02
1.503006012024047933e-01 8.965477535088929584e-02
1.603206412825651239e-01 8.752146015979225813e-02
1.703406813627254546e-01 8.884321141500363395e-02
1.803607214428857575e-01 9.384658743906716671e-02
1.903807615230460881e-01 1.028774779041279341e-01
2.004008016032063910e-01 1.163966478795938064e-01
2.104208416833667217e-01 1.349231345339416965e-01
2.204408817635270523e-01 1.589210218376883033e-01
2.304609218436873552e-01 1.886350951415457500e-01
2.404809619238476859e-01 2.238978090407708343e-01
2.505010020040079888e-01 2.639509539317728692e-01
2.605210420841683194e-01 3.073405941856611201e-01
2.705410821643286501e-01 3.519410411058129795e-01
2.805611222444889807e-01 3.951361798694807415e-01
2.905811623246493114e-01 4.341400428724502270e-01
3.006012024048095865e-01 4.663908001525382541e-01
3.106212424849699172e-01 4.899244263694551016e-01
3.206412825651302478e-01 5.036388850300111963e-01
3.306613226452905785e-01 5.073941064550714364e-01
3.406813627254509091e-01 5.019417424175304232e-01
3.507014028056111843e-01 4.887223328852718929e-01
3.607214428857715149e-01 4.695924379292609196e-01
3.707414829659318456e-01 4.465468589981739234e-01
3.807615230460921762e-01 4.214863427165428944e-01
3.907815631262525069e-01 3.960582366611459237e-01
4.008016032064127820e-01 3.715751142020798925e-01
4.108216432865731127e-01 3.489999957015456622e-01
4.208416833667334433e-01 3.289784397498405344e-01
4.308617234468937740e-01 3.118965640088587898e-01
4.408817635270541047e-01 2.979475548955370368e-01
4.509018036072144353e-01 2.871947311811826609e-01
4.609218436873747105e-01 2.796246525478969236e-01
4.709418837675350411e-01 2.751879569178056761e-01
4.809619238476953718e-01 2.738282575045265510e-01
4.909819639278557024e-01 2.755007363725960334e-01
5.010020040080159776e-01 2.801824448174501936e-01
5.110220440881763082e-01 2.878761649859191696e-01
5.210420841683366389e-01 2.986093083289138583e-01
5.310621242484969695e-01 3.124289180427483048e-01
5.410821643286573002e-01 3.293935096372516691e-01
5.511022044088176308e-01 3.495622718360139602e-01
5.611222444889779615e-01 3.729820688763618719e-01
5.711422845691382921e-01 3.996727253256429080e-01
5.811623246492986228e-01 4.296112117287149701e-01
