# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
1.000000000000000021e-08 6.447128601372941203e-08 7.064915464161591902e-08 7.414827153324159839e-08 7.537741533762789909e-08 7.045262621493496326e-08 7.698369258384958404e-08 5.086205111124185156e-08 6.336758288165173419e-08 5.170398583761029479e-16 6.522164622053652856e-08 6.325675852494396161e-08 8.032584378921780057e-08
1.002004008016032024e-02 1.249601407865857938e-02 7.937940450950739524e-04 1.240538696617221430e-02 1.239224407947741267e-02 1.242733229679016983e-02 1.230255232601146567e-02 1.263829549674276402e-02 1.248292476973322448e-02 1.320567686908476202e-02 1.248369576979246366e-02 1.253592096605275416e-02 1.228514753818497028e-02
2.004008016032064049e-02 1.559721889932550766e-02 2.024361953147955223e-03 1.537313030603395386e-02 1.534077115278760506e-02 1.542733882177571222e-02 1.512170956276663245e-02 1.595217379134826474e-02 1.556494698566984226e-02 1.742174591890103055e-02 1.556669124752893714e-02 1.569630593429331353e-02 1.507893245749404587e-02
3.006012024048096073e-02 1.942304972427880139e-02 3.819968847323391113e-03 1.901010459885749473e-02 1.895070025713520984e-02 1.911009362758963118e-02 1.855289567644313742e-02 2.008253370506059982e-02 1.936412928465741298e-02 2.288679236461037964e-02 1.936672471752373323e-02 1.960590468962133612e-02 1.847428987021184493e-02
4.008016032064128098e-02 2.410449327773293848e-02 6.343771114575427056e-03 2.343307469310721911e-02 2.333680349184541133e-02 2.359613284817784276e-02 2.270089925727379263e-02 2.518468838096293502e-02 2.401022321948969446e-02 2.988703735843977610e-02 2.401290018501384127e-02 2.440135409666059282e-02 2.257302891317261931e-02
5.010020040080159776e-02 2.978002024014928320e-02 9.769930948755663896e-03 2.876519646200957972e-02 2.862007752121342383e-02 2.901289955559823580e-02 2.767733552153397655e-02 3.142317600400570954e-02 2.964084715706006429e-02 3.872680323115239992e-02 2.964172266930330604e-02 3.022663045755032141e-02 2.748330475276537094e-02
6.012024048096192147e-02 3.658995817960963154e-02 1.427007767836592153e-02 3.513130892849917336e-02 3.492315202776727356e-02 3.548990853064491746e-02 3.359725987072863240e-02 3.896431548143407947e-02 3.639617649684399880e-02 4.970994616847043690e-02 3.639162785488328500e-02 3.722673950109710306e-02 3.331628800146141378e-02
7.014028056112224518e-02 4.466892089892027240e-02 1.999264755963891735e-02 4.265165547819116387e-02 4.236417646258174019e-02 4.315225355475701963e-02 4.057453724857700006e-02 4.796608839801588808e-02 4.441174334569234633e-02 6.311224590215780417e-02 4.439562232853953849e-02 4.553927754695503288e-02 4.018164972461184953e-02
8.016032064128256196e-02 5.413649730461873866e-02 2.703682024096533756e-02 5.143419939936987040e-02 5.104934685479136508e-02 5.211261658742486619e-02 4.871602875273205180e-02 5.856564449564913288e-02 5.380951144633144140e-02 7.914675962022613143e-02 5.377222775119608333e-02 5.528412864202129212e-02 4.818193285127517905e-02
9.018036072144287874e-02 6.508667332475803757e-02 3.542366436504647970e-02 6.156590177626473925e-02 6.106442900982290978e-02 6.246215229340956743e-02 5.811478522234091865e-02 7.086514651648562202e-02 6.468764374673796613e-02 9.792520674715934903e-02 6.461518146857901657e-02 6.655188029868207289e-02 5.740600329869046531e-02
