0 8.678573963264913011e-05 2.851078026678657601e-05
2 9.253457071536914773e-05 3.047097579843226529e-05	
4 1.111176172109638974e-04 3.572731754201405102e-05
6 1.437239817838520308e-04 4.535225979336525545e-05
8 1.896099391246624556e-04 5.801678912542298724e-05
10 2.515885617864192683e-04 7.709276034504153970e-05
12 3.258495406713022343e-04 1.073372575538384375e-04
