0 7.271789906335966475e-05 1.669731767435799313e-05
2 7.297554270736358504e-05 1.669569434706535030e-05
4 7.051259079760139779e-05 1.690331516931203919e-05
6 6.635147572380652788e-05 1.694640163232865901e-05
8 6.097308916199432335e-05 1.710052198347324559e-05
10 5.541401091884170599e-05 1.487804940532021156e-05
12 4.991515932019399942e-05 1.708108467639918432e-05
