0	2.500303555279970169e-03 1.939800567924976349e-04
4	2.819942310452461243e-03 1.240568963112309575e-04
6	2.966653322800993919e-03 5.380997899919748306e-04
8	2.843406284227967262e-03 1.786273642210289836e-04
10	2.853106241673231125e-03 1.171705298474989831e-04
12	2.802488394081592560e-03 1.373421255266293883e-04
