0	2.500303555279970169e-03 1.939800567924976349e-04
2	2.593281911686062813e-03 2.299649495398625731e-04
4	2.569743664935231209e-03 1.689619530225172639e-04
6	2.570523880422115326e-03 2.733191067818552256e-04
8	2.717772964388132095e-03 2.206048375228419900e-04
