0	0.000000000000000000e+00 0.000000000000000000e+00
2	0.000000000000000000e+00 0.000000000000000000e+00
4	0.000000000000000000e+00 0.000000000000000000e+00
6	0.000000000000000000e+00 0.000000000000000000e+00
8	0.000000000000000000e+00 0.000000000000000000e+00
10	0.000000000000000000e+00 0.000000000000000000e+00
12	0.000000000000000000e+00 0.000000000000000000e+00
