0 9.101993572450539291e-03 1.085701442800220649e-03
2 9.089989282464227063e-03 1.092137378050217619e-03
4 8.754262271514039184e-03 1.114941279186871907e-03
6 8.173658642255365522e-03 1.148742837075730468e-03
8 7.450901228649334067e-03 1.180931108067470202e-03
10 5.982344901540562372e-03 1.009441602777878637e-03
12 5.885658566257256571e-03 1.219310264985617141e-03
