0	1.115841061873844818e-02 2.108666228452996030e-03
2	1.206548208768148250e-02 2.214588526023889784e-03
4	1.446084252949602321e-02 2.429094930226903017e-03
6	1.816868264149087628e-02 2.719374895716471143e-03
8	2.291983947131253502e-02 3.052912992424494220e-03
10	2.842310721417699165e-02 3.386662039860859324e-03
12	3.437713541255584676e-02 3.714334895599346112e-03
