0 8.425951004028320312e-03 1.619346789084374905e-03
2 7.653699722141027451e-03 1.593491295352578163e-03
4 7.730076089501380920e-03 1.094483537599444389e-03
6 7.331802975386381149e-03 1.284664380364120007e-03
