#w	rho	error	jackknife1	jackknife2	jackknife3	jackknife4	jackknife5	jackknife6	jackknife7	jackknife8	jackknife9	jackknife10
0.000000	4.847482e-03	3.381945e-04	4.852610e-03	4.922202e-03	4.786101e-03	4.956355e-03	4.931490e-03	4.553822e-03	4.851951e-03	4.950929e-03	4.862164e-03	4.807196e-03
0.010010	5.007338e-03	3.184640e-04	5.013138e-03	5.076843e-03	4.949220e-03	5.107738e-03	5.086686e-03	4.729908e-03	5.010125e-03	5.104571e-03	5.024496e-03	4.970655e-03
0.020020	5.169495e-03	2.991040e-04	5.175975e-03	5.233898e-03	5.114656e-03	5.261460e-03	5.244214e-03	4.907971e-03	5.170657e-03	5.260583e-03	5.189058e-03	5.136477e-03
0.030030	5.334019e-03	2.801357e-04	5.341186e-03	5.393435e-03	5.282475e-03	5.417590e-03	5.404141e-03	5.088071e-03	5.333614e-03	5.419034e-03	5.355915e-03	5.304726e-03
0.040040	5.500977e-03	2.615833e-04	5.508841e-03	5.555524e-03	5.452743e-03	5.576201e-03	5.566536e-03	5.270268e-03	5.499065e-03	5.579995e-03	5.525132e-03	5.475468e-03
0.050050	5.670439e-03	2.434754e-04	5.679008e-03	5.720236e-03	5.625527e-03	5.737365e-03	5.731470e-03	5.454626e-03	5.667077e-03	5.743536e-03	5.696776e-03	5.648771e-03
0.060060	5.842474e-03	2.258460e-04	5.851756e-03	5.887641e-03	5.800895e-03	5.901154e-03	5.899013e-03	5.641209e-03	5.837722e-03	5.909732e-03	5.870917e-03	5.824700e-03
0.070070	6.017153e-03	2.087369e-04	6.027157e-03	6.057813e-03	5.978915e-03	6.067644e-03	6.069238e-03	5.830082e-03	6.011070e-03	6.078656e-03	6.047622e-03	6.003327e-03
0.080080	6.194547e-03	1.921994e-04	6.205284e-03	6.230825e-03	6.159660e-03	6.236910e-03	6.242218e-03	6.021312e-03	6.187195e-03	6.250383e-03	6.226963e-03	6.184719e-03
0.090090	6.374731e-03	1.762986e-04	6.386210e-03	6.406752e-03	6.343200e-03	6.409030e-03	6.418029e-03	6.214968e-03	6.366168e-03	6.424989e-03	6.409012e-03	6.368949e-03
0.100100	6.557778e-03	1.611174e-04	6.570009e-03	6.585670e-03	6.529608e-03	6.584082e-03	6.596744e-03	6.411117e-03	6.548066e-03	6.602552e-03	6.593842e-03	6.556088e-03
