#w	rho	error	jackknife1	jackknife2	jackknife3	jackknife4	jackknife5	jackknife6	jackknife7	jackknife8	jackknife9	jackknife10
0.000000	1.531610e-02	3.895012e-04	1.534751e-02	1.544276e-02	1.524827e-02	1.539536e-02	1.539739e-02	1.497645e-02	1.528397e-02	1.544511e-02	1.528997e-02	1.533420e-02
0.010010	1.507410e-02	3.672278e-04	1.510463e-02	1.519421e-02	1.500997e-02	1.514706e-02	1.515102e-02	1.475393e-02	1.504058e-02	1.519504e-02	1.505152e-02	1.509300e-02
0.020020	1.483623e-02	3.453443e-04	1.486591e-02	1.494990e-02	1.477582e-02	1.490289e-02	1.490880e-02	1.453519e-02	1.480140e-02	1.494918e-02	1.481714e-02	1.485603e-02
0.030030	1.460273e-02	3.238738e-04	1.463159e-02	1.471007e-02	1.454608e-02	1.466310e-02	1.467098e-02	1.432048e-02	1.456667e-02	1.470778e-02	1.458706e-02	1.462354e-02
0.040040	1.437386e-02	3.028418e-04	1.440191e-02	1.447497e-02	1.432097e-02	1.442792e-02	1.443781e-02	1.411002e-02	1.433663e-02	1.447109e-02	1.436154e-02	1.439577e-02
0.050050	1.414986e-02	2.822774e-04	1.417713e-02	1.424485e-02	1.410075e-02	1.419762e-02	1.420954e-02	1.390406e-02	1.411154e-02	1.423936e-02	1.414082e-02	1.417295e-02
0.060060	1.393097e-02	2.622145e-04	1.395749e-02	1.401996e-02	1.388566e-02	1.397245e-02	1.398640e-02	1.370283e-02	1.389163e-02	1.401285e-02	1.392513e-02	1.395535e-02
0.070070	1.371744e-02	2.426931e-04	1.374323e-02	1.380054e-02	1.367595e-02	1.375264e-02	1.376866e-02	1.350657e-02	1.367715e-02	1.379179e-02	1.371472e-02	1.374320e-02
0.080080	1.350952e-02	2.237612e-04	1.353460e-02	1.358685e-02	1.347184e-02	1.353844e-02	1.355655e-02	1.331550e-02	1.346836e-02	1.357644e-02	1.350984e-02	1.353674e-02
0.090090	1.330744e-02	2.054782e-04	1.333185e-02	1.337912e-02	1.327360e-02	1.333012e-02	1.335033e-02	1.312988e-02	1.326549e-02	1.336705e-02	1.331072e-02	1.333622e-02
0.100100	1.311146e-02	1.879185e-04	1.313523e-02	1.317762e-02	1.308146e-02	1.312791e-02	1.315023e-02	1.294994e-02	1.306879e-02	1.316388e-02	1.311762e-02	1.314189e-02
0.110110	1.292181e-02	1.711772e-04	1.294498e-02	1.298258e-02	1.289566e-02	1.293206e-02	1.295651e-02	1.277591e-02	1.287851e-02	1.296716e-02	1.293077e-02	1.295399e-02
0.120120	1.273875e-02	1.553770e-04	1.276134e-02	1.279426e-02	1.271645e-02	1.274283e-02	1.276941e-02	1.260803e-02	1.269488e-02	1.277714e-02	1.275041e-02	1.277275e-02
0.130130	1.256252e-02	1.406777e-04	1.258456e-02	1.261289e-02	1.254407e-02	1.256045e-02	1.258918e-02	1.244653e-02	1.251816e-02	1.259408e-02	1.257679e-02	1.259843e-02
0.140140	1.239335e-02	1.272862e-04	1.241488e-02	1.243873e-02	1.237875e-02	1.238517e-02	1.241606e-02	1.229166e-02	1.234859e-02	1.241823e-02	1.241014e-02	1.243126e-02
0.150150	1.223149e-02	1.154658e-04	1.225255e-02	1.227202e-02	1.222075e-02	1.221725e-02	1.225029e-02	1.214364e-02	1.218640e-02	1.224981e-02	1.225071e-02	1.227149e-02
0.160160	1.207718e-02	1.055348e-04	1.209781e-02	1.211299e-02	1.207028e-02	1.205691e-02	1.209212e-02	1.200271e-02	1.203184e-02	1.208909e-02	1.209873e-02	1.211935e-02
0.170170	1.193066e-02	9.784437e-05	1.195089e-02	1.196190e-02	1.192760e-02	1.190442e-02	1.194178e-02	1.186911e-02	1.188515e-02	1.193630e-02	1.195444e-02	1.197507e-02
0.180180	1.179217e-02	9.271706e-05	1.181203e-02	1.181897e-02	1.179294e-02	1.175999e-02	1.179952e-02	1.174305e-02	1.174655e-02	1.179168e-02	1.181808e-02	1.183890e-02
0.190190	1.166194e-02	9.035052e-05	1.168147e-02	1.168446e-02	1.166652e-02	1.162388e-02	1.166556e-02	1.162478e-02	1.161630e-02	1.165548e-02	1.168988e-02	1.171107e-02
0.200200	1.154021e-02	9.072613e-05	1.155946e-02	1.155858e-02	1.154859e-02	1.149632e-02	1.154015e-02	1.151453e-02	1.149462e-02	1.152793e-02	1.157007e-02	1.159180e-02
0.210210	1.142720e-02	9.358748e-05	1.144620e-02	1.144158e-02	1.143936e-02	1.137755e-02	1.142353e-02	1.141252e-02	1.138175e-02	1.140927e-02	1.145888e-02	1.148134e-02
0.220220	1.132315e-02	9.851047e-05	1.134195e-02	1.133369e-02	1.133908e-02	1.126780e-02	1.131591e-02	1.131897e-02	1.127791e-02	1.129972e-02	1.135654e-02	1.137990e-02
0.230230	1.122828e-02	1.050151e-04	1.124693e-02	1.123514e-02	1.124796e-02	1.116731e-02	1.121753e-02	1.123411e-02	1.118333e-02	1.119953e-02	1.126328e-02	1.128771e-02
0.240240	1.114283e-02	1.126545e-04	1.116136e-02	1.114615e-02	1.116623e-02	1.107629e-02	1.112862e-02	1.115816e-02	1.109823e-02	1.110892e-02	1.117931e-02	1.120500e-02
0.250250	1.106701e-02	1.210574e-04	1.108547e-02	1.106695e-02	1.109411e-02	1.099498e-02	1.104940e-02	1.109135e-02	1.102285e-02	1.102812e-02	1.110487e-02	1.113198e-02
0.260260	1.100104e-02	1.299343e-04	1.101947e-02	1.099776e-02	1.103181e-02	1.092360e-02	1.098009e-02	1.103388e-02	1.095739e-02	1.095734e-02	1.104017e-02	1.106887e-02
0.270270	1.094514e-02	1.390665e-04	1.096360e-02	1.093879e-02	1.097955e-02	1.086237e-02	1.092091e-02	1.098598e-02	1.090207e-02	1.089682e-02	1.098543e-02	1.101589e-02
0.280280	1.089953e-02	1.482918e-04	1.091805e-02	1.089026e-02	1.093754e-02	1.081152e-02	1.087207e-02	1.094785e-02	1.085711e-02	1.084676e-02	1.094085e-02	1.097325e-02
