#w	rho	error	jackknife1	jackknife2	jackknife3	jackknife4	jackknife5	jackknife6	jackknife7	jackknife8	jackknife9	jackknife10
0.000000	1.226055e-02	3.577050e-04	1.228083e-02	1.237088e-02	1.218470e-02	1.234926e-02	1.234247e-02	1.195772e-02	1.222916e-02	1.238846e-02	1.224779e-02	1.225418e-02
0.010010	1.212175e-02	3.369623e-04	1.214158e-02	1.222609e-02	1.205008e-02	1.220340e-02	1.219931e-02	1.183621e-02	1.208940e-02	1.224163e-02	1.211216e-02	1.211768e-02
0.020020	1.198737e-02	3.166073e-04	1.200676e-02	1.208581e-02	1.191987e-02	1.206196e-02	1.206059e-02	1.171877e-02	1.195410e-02	1.209931e-02	1.198087e-02	1.198567e-02
0.030030	1.185758e-02	2.966616e-04	1.187656e-02	1.195023e-02	1.179426e-02	1.192514e-02	1.192648e-02	1.160557e-02	1.182346e-02	1.196167e-02	1.185410e-02	1.185832e-02
0.040040	1.173256e-02	2.771500e-04	1.175115e-02	1.181955e-02	1.167343e-02	1.179311e-02	1.179717e-02	1.149679e-02	1.169766e-02	1.182891e-02	1.173203e-02	1.173581e-02
0.050050	1.161250e-02	2.581013e-04	1.163073e-02	1.169393e-02	1.155756e-02	1.166607e-02	1.167285e-02	1.139262e-02	1.157688e-02	1.170121e-02	1.161483e-02	1.161833e-02
0.060060	1.149759e-02	2.395491e-04	1.151548e-02	1.157357e-02	1.144684e-02	1.154420e-02	1.155371e-02	1.129322e-02	1.146130e-02	1.157876e-02	1.150270e-02	1.150607e-02
0.070070	1.138800e-02	2.215343e-04	1.140559e-02	1.145865e-02	1.134145e-02	1.142769e-02	1.143992e-02	1.119878e-02	1.135112e-02	1.146175e-02	1.139582e-02	1.139919e-02
0.080080	1.128392e-02	2.041068e-04	1.130123e-02	1.134937e-02	1.124156e-02	1.131673e-02	1.133168e-02	1.110947e-02	1.124650e-02	1.135037e-02	1.129436e-02	1.129789e-02
0.090090	1.118553e-02	1.873291e-04	1.120259e-02	1.124590e-02	1.114737e-02	1.121150e-02	1.122916e-02	1.102546e-02	1.114765e-02	1.124481e-02	1.119851e-02	1.120235e-02
0.100100	1.109302e-02	1.712803e-04	1.110986e-02	1.114843e-02	1.105904e-02	1.111219e-02	1.113256e-02	1.094695e-02	1.105473e-02	1.114524e-02	1.110844e-02	1.111274e-02
0.110110	1.100657e-02	1.560620e-04	1.102322e-02	1.105715e-02	1.097677e-02	1.101898e-02	1.104205e-02	1.087409e-02	1.096794e-02	1.105186e-02	1.102435e-02	1.102925e-02
0.120120	1.092636e-02	1.418055e-04	1.094285e-02	1.097224e-02	1.090072e-02	1.093207e-02	1.095783e-02	1.080708e-02	1.088745e-02	1.096485e-02	1.094641e-02	1.095206e-02
0.130130	1.085256e-02	1.286809e-04	1.086893e-02	1.089387e-02	1.083109e-02	1.085163e-02	1.088006e-02	1.074608e-02	1.081345e-02	1.088440e-02	1.087480e-02	1.088135e-02
0.140140	1.078538e-02	1.169052e-04	1.080165e-02	1.082224e-02	1.076804e-02	1.077784e-02	1.080894e-02	1.069127e-02	1.074611e-02	1.081069e-02	1.080969e-02	1.081729e-02
0.150150	1.072497e-02	1.067459e-04	1.074118e-02	1.075753e-02	1.071176e-02	1.071090e-02	1.074465e-02	1.064282e-02	1.068562e-02	1.074391e-02	1.075127e-02	1.076006e-02
0.160160	1.067152e-02	9.851075e-05	1.068770e-02	1.069991e-02	1.066242e-02	1.065098e-02	1.068735e-02	1.060092e-02	1.063215e-02	1.068423e-02	1.069972e-02	1.070984e-02
0.170170	1.062521e-02	9.251078e-05	1.064140e-02	1.064956e-02	1.062019e-02	1.059827e-02	1.063725e-02	1.056573e-02	1.058589e-02	1.063183e-02	1.065520e-02	1.066681e-02
0.180180	1.058622e-02	8.898962e-05	1.060244e-02	1.060666e-02	1.058526e-02	1.055294e-02	1.059450e-02	1.053742e-02	1.054699e-02	1.058690e-02	1.061790e-02	1.063113e-02
