#w	corr	error	jackknife1	jackknife2	jackknife3	jackknife4	jackknife5	jackknife6	jackknife7	jackknife8	jackknife9	jackknife10
0.000000	9.543631e-01	1.487007e-03	9.531855e-01	9.545316e-01	9.546313e-01	9.544431e-01	9.545803e-01	9.549832e-01	9.539848e-01	9.544186e-01	9.540032e-01	9.548690e-01
1.000000	6.744328e-02	1.573897e-04	6.744063e-02	6.753136e-02	6.743794e-02	6.733344e-02	6.742134e-02	6.743674e-02	6.746116e-02	6.751828e-02	6.740869e-02	6.744318e-02
2.000000	1.222216e-02	6.047625e-05	1.223964e-02	1.224083e-02	1.222224e-02	1.220382e-02	1.220819e-02	1.220632e-02	1.221479e-02	1.226528e-02	1.219559e-02	1.222497e-02
3.000000	3.468639e-03	2.605633e-05	3.478971e-03	3.478752e-03	3.471746e-03	3.460806e-03	3.460291e-03	3.459380e-03	3.460673e-03	3.481241e-03	3.460453e-03	3.474082e-03
4.000000	1.416498e-03	1.325075e-05	1.421329e-03	1.422298e-03	1.419007e-03	1.413491e-03	1.412601e-03	1.411389e-03	1.411820e-03	1.421692e-03	1.411723e-03	1.419630e-03
5.000000	7.570413e-04	7.581543e-06	7.594286e-04	7.606460e-04	7.584583e-04	7.558743e-04	7.555639e-04	7.534786e-04	7.544204e-04	7.598632e-04	7.539828e-04	7.586971e-04
6.000000	4.986698e-04	5.048667e-06	5.000075e-04	5.011649e-04	4.993056e-04	4.981942e-04	4.984175e-04	4.956763e-04	4.971249e-04	5.005418e-04	4.966865e-04	4.995789e-04
7.000000	3.919720e-04	4.038513e-06	3.928730e-04	3.939426e-04	3.921799e-04	3.917509e-04	3.922906e-04	3.891903e-04	3.909354e-04	3.934402e-04	3.905780e-04	3.925391e-04
8.000000	3.622463e-04	3.783172e-06	3.630270e-04	3.640620e-04	3.623203e-04	3.620900e-04	3.627317e-04	3.595197e-04	3.613591e-04	3.635999e-04	3.610388e-04	3.627146e-04
