#w	corr	error	jackknife1	jackknife2	jackknife3	jackknife4	jackknife5	jackknife6	jackknife7	jackknife8	jackknife9	jackknife10
0.000000	9.543014e-01	1.488019e-03	9.531250e-01	9.544693e-01	9.545717e-01	9.543801e-01	9.545180e-01	9.549234e-01	9.539226e-01	9.543541e-01	9.539399e-01	9.548095e-01
1.000000	6.743028e-02	1.576505e-04	6.742755e-02	6.751834e-02	6.742512e-02	6.731974e-02	6.740821e-02	6.742468e-02	6.744799e-02	6.750488e-02	6.739548e-02	6.743081e-02
2.000000	1.221651e-02	6.034454e-05	1.223399e-02	1.223510e-02	1.221671e-02	1.219780e-02	1.220244e-02	1.220114e-02	1.220906e-02	1.225938e-02	1.218991e-02	1.221959e-02
3.000000	3.464513e-03	2.591555e-05	3.474723e-03	3.474442e-03	3.467802e-03	3.456761e-03	3.456042e-03	3.455419e-03	3.456543e-03	3.476986e-03	3.456296e-03	3.470118e-03
4.000000	1.407852e-03	1.315040e-05	1.412572e-03	1.413426e-03	1.410501e-03	1.405067e-03	1.403839e-03	1.402716e-03	1.403158e-03	1.413016e-03	1.403130e-03	1.411098e-03
5.000000	7.444498e-04	7.540666e-06	7.467982e-04	7.478371e-04	7.459611e-04	7.434317e-04	7.429630e-04	7.407626e-04	7.417694e-04	7.473152e-04	7.414954e-04	7.461647e-04
6.000000	4.837924e-04	5.076440e-06	4.851503e-04	4.860877e-04	4.844930e-04	4.833763e-04	4.836223e-04	4.806291e-04	4.821551e-04	4.857516e-04	4.819375e-04	4.847208e-04
7.000000	3.759984e-04	4.128537e-06	3.769536e-04	3.777817e-04	3.762556e-04	3.757799e-04	3.764531e-04	3.730275e-04	3.748512e-04	3.775759e-04	3.747430e-04	3.765626e-04
8.000000	3.459535e-04	3.897621e-06	3.467992e-04	3.475862e-04	3.460719e-04	3.457810e-04	3.465923e-04	3.430323e-04	3.449499e-04	3.474231e-04	3.448874e-04	3.464119e-04
