#w	corr	error	jackknife1	jackknife2	jackknife3	jackknife4	jackknife5	jackknife6	jackknife7	jackknife8	jackknife9	jackknife10
0.000000	9.542603e-01	1.433201e-03	9.530597e-01	9.545743e-01	9.543315e-01	9.544807e-01	9.545833e-01	9.548412e-01	9.539108e-01	9.542591e-01	9.540324e-01	9.545298e-01
1.000000	6.749823e-02	1.803039e-04	6.754714e-02	6.759074e-02	6.744729e-02	6.743190e-02	6.744899e-02	6.752607e-02	6.754866e-02	6.756482e-02	6.745873e-02	6.741798e-02
2.000000	1.225043e-02	8.289910e-05	1.228423e-02	1.227450e-02	1.224207e-02	1.224624e-02	1.223067e-02	1.225006e-02	1.224384e-02	1.230291e-02	1.222229e-02	1.220745e-02
3.000000	3.487912e-03	3.167418e-05	3.502570e-03	3.501043e-03	3.486989e-03	3.485134e-03	3.477152e-03	3.485047e-03	3.478870e-03	3.505922e-03	3.478052e-03	3.478344e-03
4.000000	1.421284e-03	1.522710e-05	1.428295e-03	1.428567e-03	1.421463e-03	1.420200e-03	1.416596e-03	1.419008e-03	1.416093e-03	1.428960e-03	1.415963e-03	1.417694e-03
5.000000	7.552797e-04	8.668474e-06	7.591783e-04	7.597138e-04	7.549626e-04	7.550996e-04	7.534965e-04	7.532825e-04	7.523198e-04	7.595005e-04	7.520625e-04	7.531812e-04
6.000000	4.943209e-04	5.919399e-06	4.968559e-04	4.973702e-04	4.934432e-04	4.945599e-04	4.938776e-04	4.924182e-04	4.924444e-04	4.972151e-04	4.922623e-04	4.927626e-04
7.000000	3.866676e-04	4.856303e-06	3.886103e-04	3.890785e-04	3.854469e-04	3.870859e-04	3.868111e-04	3.847962e-04	3.852770e-04	3.890298e-04	3.852010e-04	3.853390e-04
8.000000	3.567015e-04	4.587431e-06	3.584761e-04	3.589262e-04	3.553698e-04	3.571697e-04	3.570110e-04	3.548379e-04	3.554501e-04	3.589183e-04	3.554170e-04	3.554394e-04
