#w	rho	error	jackknife1	jackknife2	jackknife3	jackknife4	jackknife5	jackknife6	jackknife7	jackknife8	jackknife9	jackknife10
0.000000	7.140787e-03	3.290333e-04	7.145148e-03	7.227690e-03	7.066340e-03	7.241997e-03	7.223659e-03	6.868360e-03	7.122554e-03	7.260480e-03	7.145114e-03	7.106532e-03
0.010010	7.197877e-03	3.095918e-04	7.202594e-03	7.279402e-03	7.127517e-03	7.291062e-03	7.276303e-03	6.940794e-03	7.178669e-03	7.310138e-03	7.204927e-03	7.167367e-03
0.020020	7.258406e-03	2.905281e-04	7.263495e-03	7.334664e-03	7.192136e-03	7.343605e-03	7.332414e-03	7.016343e-03	7.238277e-03	7.363328e-03	7.268102e-03	7.231692e-03
0.030030	7.322475e-03	2.718631e-04	7.327954e-03	7.393580e-03	7.260298e-03	7.399730e-03	7.392096e-03	7.095102e-03	7.301481e-03	7.420157e-03	7.334741e-03	7.299607e-03
0.040040	7.390187e-03	2.536213e-04	7.396073e-03	7.456255e-03	7.332103e-03	7.459546e-03	7.455452e-03	7.177171e-03	7.368382e-03	7.480731e-03	7.404944e-03	7.371212e-03
0.050050	7.461646e-03	2.358313e-04	7.467957e-03	7.522794e-03	7.407654e-03	7.523157e-03	7.522588e-03	7.262647e-03	7.439085e-03	7.545156e-03	7.478813e-03	7.446610e-03
0.060060	7.536956e-03	2.185279e-04	7.543710e-03	7.593302e-03	7.487053e-03	7.590672e-03	7.593607e-03	7.351628e-03	7.513693e-03	7.613540e-03	7.556452e-03	7.525902e-03
0.070070	7.616221e-03	2.017535e-04	7.623436e-03	7.667886e-03	7.570400e-03	7.662199e-03	7.668617e-03	7.444216e-03	7.592312e-03	7.685990e-03	7.637961e-03	7.609190e-03
0.080080	7.699545e-03	1.855613e-04	7.707240e-03	7.746651e-03	7.657801e-03	7.737844e-03	7.747722e-03	7.540509e-03	7.675044e-03	7.762613e-03	7.723446e-03	7.696576e-03
0.090090	7.787033e-03	1.700183e-04	7.795228e-03	7.829703e-03	7.749357e-03	7.817717e-03	7.831029e-03	7.640609e-03	7.761996e-03	7.843517e-03	7.813009e-03	7.788164e-03
0.100100	7.878790e-03	1.552109e-04	7.887505e-03	7.917150e-03	7.845172e-03	7.901926e-03	7.918644e-03	7.744616e-03	7.853271e-03	7.928812e-03	7.906754e-03	7.884055e-03
