#w	corr	error	jackknife1	jackknife2	jackknife3	jackknife4	jackknife5	jackknife6	jackknife7	jackknife8	jackknife9	jackknife10
0.000000	9.544120e-01	1.488881e-03	9.532293e-01	9.545807e-01	9.546776e-01	9.544943e-01	9.546307e-01	9.550309e-01	9.540340e-01	9.544719e-01	9.540550e-01	9.549157e-01
1.000000	6.745093e-02	1.564955e-04	6.744798e-02	6.753875e-02	6.744570e-02	6.734236e-02	6.742926e-02	6.744354e-02	6.746884e-02	6.752615e-02	6.741669e-02	6.745001e-02
2.000000	1.222571e-02	6.044299e-05	1.224291e-02	1.224446e-02	1.222575e-02	1.220798e-02	1.221191e-02	1.220935e-02	1.221840e-02	1.226903e-02	1.219919e-02	1.222815e-02
3.000000	3.470039e-03	2.626958e-05	3.480460e-03	3.480417e-03	3.472941e-03	3.462099e-03	3.461743e-03	3.460582e-03	3.462056e-03	3.482830e-03	3.461944e-03	3.475321e-03
4.000000	1.422819e-03	1.349632e-05	1.427773e-03	1.428978e-03	1.425173e-03	1.419447e-03	1.418994e-03	1.417772e-03	1.418146e-03	1.428102e-03	1.417935e-03	1.425868e-03
5.000000	7.679733e-04	7.750843e-06	7.703823e-04	7.719276e-04	7.692708e-04	7.665151e-04	7.664548e-04	7.646189e-04	7.654482e-04	7.707938e-04	7.646818e-04	7.696399e-04
6.000000	5.123592e-04	5.118783e-06	5.136289e-04	5.151745e-04	5.128926e-04	5.117053e-04	5.119590e-04	5.096457e-04	5.109821e-04	5.141723e-04	5.100837e-04	5.133481e-04
7.000000	4.070140e-04	4.021947e-06	4.077946e-04	4.092830e-04	4.071270e-04	4.066899e-04	4.071203e-04	4.045440e-04	4.061858e-04	4.083933e-04	4.053030e-04	4.076995e-04
8.000000	3.776876e-04	3.732702e-06	3.783310e-04	3.797940e-04	3.776687e-04	3.774534e-04	3.779396e-04	3.752816e-04	3.770215e-04	3.789430e-04	3.761564e-04	3.782864e-04
