#w	corr	error	jackknife1	jackknife2	jackknife3	jackknife4	jackknife5	jackknife6	jackknife7	jackknife8	jackknife9	jackknife10
0.000000	9.543842e-01	1.486990e-03	9.532057e-01	9.545528e-01	9.546515e-01	9.544648e-01	9.546018e-01	9.550037e-01	9.540060e-01	9.544410e-01	9.540250e-01	9.548893e-01
1.000000	6.744701e-02	1.572032e-04	6.744434e-02	6.753506e-02	6.744164e-02	6.733752e-02	6.742515e-02	6.744012e-02	6.746493e-02	6.752214e-02	6.741250e-02	6.744666e-02
2.000000	1.222373e-02	6.050286e-05	1.224116e-02	1.224241e-02	1.222377e-02	1.220556e-02	1.220980e-02	1.220770e-02	1.221638e-02	1.226693e-02	1.219716e-02	1.222642e-02
3.000000	3.469462e-03	2.612065e-05	3.479838e-03	3.479650e-03	3.472497e-03	3.461588e-03	3.461156e-03	3.460132e-03	3.461493e-03	3.482119e-03	3.461296e-03	3.474848e-03
4.000000	1.419341e-03	1.330954e-05	1.424220e-03	1.425243e-03	1.421794e-03	1.416223e-03	1.415484e-03	1.414246e-03	1.414668e-03	1.424554e-03	1.414542e-03	1.422437e-03
5.000000	7.617331e-04	7.612353e-06	7.641354e-04	7.654359e-04	7.631104e-04	7.604854e-04	7.602480e-04	7.582315e-04	7.591415e-04	7.645431e-04	7.586232e-04	7.633764e-04
6.000000	5.044599e-04	5.045793e-06	5.057847e-04	5.070451e-04	5.050661e-04	5.039423e-04	5.041587e-04	5.015503e-04	5.029636e-04	5.063014e-04	5.024124e-04	5.053746e-04
7.000000	3.982992e-04	4.006155e-06	3.991710e-04	4.003539e-04	3.984826e-04	3.980611e-04	3.985447e-04	3.956114e-04	3.973219e-04	3.997272e-04	3.968357e-04	3.988820e-04
8.000000	3.687317e-04	3.739356e-06	3.694781e-04	3.706294e-04	3.687828e-04	3.685668e-04	3.691362e-04	3.661019e-04	3.679072e-04	3.700422e-04	3.674534e-04	3.692190e-04
