#w	corr	error	jackknife1	jackknife2	jackknife3	jackknife4	jackknife5	jackknife6	jackknife7	jackknife8	jackknife9	jackknife10
0.000000	9.544084e-01	1.487942e-03	9.532274e-01	9.545772e-01	9.546745e-01	9.544902e-01	9.546267e-01	9.550274e-01	9.540304e-01	9.544674e-01	9.540507e-01	9.549125e-01
1.000000	6.745059e-02	1.567434e-04	6.744777e-02	6.753850e-02	6.744529e-02	6.734175e-02	6.742888e-02	6.744327e-02	6.746851e-02	6.752583e-02	6.741625e-02	6.744983e-02
2.000000	1.222538e-02	6.048240e-05	1.224266e-02	1.224410e-02	1.222541e-02	1.220752e-02	1.221155e-02	1.220908e-02	1.221806e-02	1.226867e-02	1.219883e-02	1.222789e-02
3.000000	3.469922e-03	2.622921e-05	3.480344e-03	3.480244e-03	3.472856e-03	3.461992e-03	3.461652e-03	3.460488e-03	3.461937e-03	3.482670e-03	3.461804e-03	3.475234e-03
4.000000	1.422423e-03	1.343588e-05	1.427366e-03	1.428506e-03	1.424801e-03	1.419116e-03	1.418610e-03	1.417359e-03	1.417748e-03	1.427679e-03	1.417571e-03	1.425479e-03
5.000000	7.673006e-04	7.697849e-06	7.697133e-04	7.711801e-04	7.686204e-04	7.658995e-04	7.657986e-04	7.639061e-04	7.647570e-04	7.701096e-04	7.640738e-04	7.689476e-04
6.000000	5.115207e-04	5.079106e-06	5.128090e-04	5.142680e-04	5.120782e-04	5.109063e-04	5.111468e-04	5.087563e-04	5.101122e-04	5.133326e-04	5.093263e-04	5.124717e-04
7.000000	4.060949e-04	3.994572e-06	4.069029e-04	4.083008e-04	4.062335e-04	4.057978e-04	4.062340e-04	4.035693e-04	4.052278e-04	4.074782e-04	4.044721e-04	4.067323e-04
8.000000	3.767447e-04	3.710320e-06	3.774185e-04	3.787898e-04	3.767521e-04	3.765335e-04	3.770319e-04	3.742820e-04	3.760374e-04	3.780059e-04	3.753037e-04	3.772924e-04
