0 6.540713304164760301e-03 8.510280321455197371e-04
2 6.524051913963246560e-03 8.590751769361802768e-04
4 6.242716557489461429e-03 8.681030955968737934e-04
6 5.762922070418079537e-03 8.783340759686099125e-04
8 5.167445422881243589e-03 8.820666378601786650e-04
10 3.909194299056820490e-03 7.356756460172982287e-04
12 3.894355623624732102e-03 8.603812065572791082e-04
