0	8.071263893029650624e-03 1.487530434998104740e-03
2	8.870537113984435992e-03 1.568560967498180405e-03
4	1.091540796181249967e-02 1.732010149737752552e-03
6	1.408020868636477435e-02 1.950969729714983414e-03
8	1.813931460782612637e-02 2.189189276479885232e-03
10	2.283486140315782800e-02 2.420061617667512450e-03
12	2.790919791084038246e-02 2.624745652212834464e-03
