# mean_total_loss mean_main_loss mean_smoothness_loss mean_l2_loss sample_0_total_loss sample_0_main_loss sample_0_smoothness_loss sample_0_l2_loss sample_1_total_loss sample_1_main_loss sample_1_smoothness_loss sample_1_l2_loss sample_2_total_loss sample_2_main_loss sample_2_smoothness_loss sample_2_l2_loss sample_3_total_loss sample_3_main_loss sample_3_smoothness_loss sample_3_l2_loss sample_4_total_loss sample_4_main_loss sample_4_smoothness_loss sample_4_l2_loss sample_5_total_loss sample_5_main_loss sample_5_smoothness_loss sample_5_l2_loss sample_6_total_loss sample_6_main_loss sample_6_smoothness_loss sample_6_l2_loss sample_7_total_loss sample_7_main_loss sample_7_smoothness_loss sample_7_l2_loss sample_8_total_loss sample_8_main_loss sample_8_smoothness_loss sample_8_l2_loss
1.556701183319091797e+00 2.134368717670440674e-01 1.563112600706517696e-04 1.343108057975769043e+00
1.556694149971008301e+00 2.134297937154769897e-01 1.563116675242781639e-04 1.343108057975769043e+00
1.556668639183044434e+00 2.134042978286743164e-01 1.563128462294116616e-04 1.343108057975769043e+00
1.556693673133850098e+00 2.134293317794799805e-01 1.563115365570411086e-04 1.343108057975769043e+00
1.556687355041503906e+00 2.134229242801666260e-01 1.563119731144979596e-04 1.343108057975769043e+00
1.556689977645874023e+00 2.134255915880203247e-01 1.563120604259893298e-04 1.343108057975769043e+00
1.556692361831665039e+00 2.134279608726501465e-01 1.563117402838543057e-04 1.343108057975769043e+00
1.556685209274291992e+00 2.134208083152770996e-01 1.563119294587522745e-04 1.343108057975769043e+00
1.556682586669921875e+00 2.134181559085845947e-01 1.563129044370725751e-04 1.343108057975769043e+00
1.556680321693420410e+00 2.134159803390502930e-01 1.563122787047177553e-04 1.343108057975769043e+00
