# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
0.000000000000000000e+00 -2.877091802656650543e-02 8.014662307687103748e-04 -2.855315245687961578e-02 -2.855396829545497894e-02 -2.908180840313434601e-02 -2.917869202792644501e-02 -2.897362969815731049e-02 -2.906151674687862396e-02 -2.883286215364933014e-02 -2.871630527079105377e-02 -2.838729135692119598e-02 -2.868915535509586334e-02
4.008016032064127925e-03 3.187130093574523926e-01 1.963309710845351219e-03 3.183959126472473145e-01 3.177599012851715088e-01 3.191458582878112793e-01 3.191408514976501465e-01 3.196404576301574707e-01 3.189795315265655518e-01 3.189108669757843018e-01 3.187726140022277832e-01 3.174932003021240234e-01 3.188582956790924072e-01
8.016032064128255849e-03 4.076890349388122559e-01 3.841825760900974274e-03 4.070264697074890137e-01 4.057804346084594727e-01 4.086132049560546875e-01 4.082024097442626953e-01 4.090957045555114746e-01 4.086533486843109131e-01 4.079235196113586426e-01 4.080130755901336670e-01 4.051657319068908691e-01 4.080816507339477539e-01
1.202404809619238291e-02 5.394964218139648438e-01 3.523172810673713684e-03 5.383899807929992676e-01 5.386238098144531250e-01 5.408205389976501465e-01 5.410514473915100098e-01 5.396500229835510254e-01 5.409931540489196777e-01 5.397014021873474121e-01 5.391387343406677246e-01 5.376021862030029297e-01 5.389878153800964355e-01
1.603206412825651170e-02 9.005304574966430664e-01 6.963465712033212185e-04 9.009560942649841309e-01 9.007630944252014160e-01 9.003168940544128418e-01 9.003915190696716309e-01 9.002580046653747559e-01 9.004085659980773926e-01 9.005257487297058105e-01 9.004013538360595703e-01 9.008081555366516113e-01 9.005831480026245117e-01
2.004008016032064049e-02 8.698734045028686523e-01 1.782084116712212563e-03 8.693504333496093750e-01 8.692536950111389160e-01 8.704511523246765137e-01 8.706936240196228027e-01 8.700709939002990723e-01 8.704649209976196289e-01 8.701056838035583496e-01 8.696796298027038574e-01 8.688602447509765625e-01 8.697677254676818848e-01
2.404809619238476581e-02 9.893513917922973633e-01 2.707468578591942787e-03 9.887608289718627930e-01 9.884590506553649902e-01 9.902763366699218750e-01 9.904007315635681152e-01 9.897801876068115234e-01 9.903801679611206055e-01 9.895505309104919434e-01 9.890634417533874512e-01 9.876731634140014648e-01 9.891021251678466797e-01
2.805611222444889460e-02 1.323019742965698242e+00 1.937262131832540035e-03 1.322757005691528320e+00 1.322504281997680664e+00 1.323716044425964355e+00 1.323843359947204590e+00 1.322938919067382812e+00 1.323964595794677734e+00 1.323153972625732422e+00 1.322745084762573242e+00 1.321905612945556641e+00 1.322850704193115234e+00
3.206412825651302340e-02 1.366698026657104492e+00 9.456915431655943394e-04 1.366676807403564453e+00 1.366628885269165039e+00 1.366938114166259766e+00 1.367332935333251953e+00 1.366449713706970215e+00 1.366984009742736816e+00 1.366871118545532227e+00 1.366324186325073242e+00 1.366394042968750000e+00 1.366541266441345215e+00
3.607214428857714872e-02 1.609557628631591797e+00 1.587984617799520493e-03 1.610345244407653809e+00 1.609616518020629883e+00 1.608904600143432617e+00 1.609209179878234863e+00 1.609880685806274414e+00 1.608634948730468750e+00 1.609740018844604492e+00 1.609411478042602539e+00 1.610027551651000977e+00 1.609909653663635254e+00
4.008016032064128098e-02 1.546237707138061523e+00 1.669214805588126183e-03 1.546460986137390137e+00 1.546935915946960449e+00 1.545914888381958008e+00 1.546599864959716797e+00 1.545354604721069336e+00 1.545813441276550293e+00 1.546410322189331055e+00 1.545707345008850098e+00 1.547064542770385742e+00 1.545983672142028809e+00
4.408817635270540630e-02 1.754942655563354492e+00 2.526938449591398239e-03 1.754479527473449707e+00 1.755524635314941406e+00 1.755509495735168457e+00 1.756427526473999023e+00 1.753780961036682129e+00 1.755644321441650391e+00 1.755150079727172852e+00 1.754060268402099609e+00 1.754940629005432129e+00 1.754133105278015137e+00
4.809619238476953162e-02 2.243738174438476562e+00 1.106690033338963985e-03 2.244099140167236328e+00 2.243506908416748047e+00 2.243921756744384766e+00 2.244150400161743164e+00 2.243561029434204102e+00 2.244101047515869141e+00 2.243893623352050781e+00 2.243292331695556641e+00 2.243068695068359375e+00 2.243663311004638672e+00
5.210420841683366389e-02 2.318697214126586914e+00 2.338880673050880432e-03 2.318803310394287109e+00 2.317543983459472656e+00 2.319191932678222656e+00 2.319240808486938477e+00 2.319276094436645508e+00 2.319295883178710938e+00 2.318984270095825195e+00 2.318491697311401367e+00 2.317048072814941406e+00 2.318946361541748047e+00
5.611222444889778921e-02 2.340690135955810547e+00 1.965962117537856102e-03 2.340535163879394531e+00 2.340274095535278320e+00 2.341287612915039062e+00 2.341678142547607422e+00 2.340241193771362305e+00 2.341546058654785156e+00 2.340933561325073242e+00 2.340183019638061523e+00 2.339666604995727539e+00 2.340479612350463867e+00
6.012024048096192147e-02 2.290420055389404297e+00 2.784246345981955528e-03 2.289891481399536133e+00 2.290872812271118164e+00 2.291047096252441406e+00 2.292239427566528320e+00 2.289389371871948242e+00 2.290982246398925781e+00 2.290777206420898438e+00 2.289316892623901367e+00 2.290201425552368164e+00 2.289520502090454102e+00
6.412825651302604679e-02 2.651310920715332031e+00 3.153618425130844116e-03 2.651552677154541016e+00 2.652745485305786133e+00 2.651271343231201172e+00 2.652373075485229492e+00 2.649445295333862305e+00 2.651497602462768555e+00 2.651433229446411133e+00 2.650176048278808594e+00 2.652360200881958008e+00 2.650416612625122070e+00
6.813627254509017905e-02 2.839227914810180664e+00 2.230220008641481400e-03 2.838934898376464844e+00 2.839297533035278320e+00 2.839709758758544922e+00 2.840700864791870117e+00 2.838436603546142578e+00 2.839695215225219727e+00 2.839622735977172852e+00 2.838278293609619141e+00 2.838729381561279297e+00 2.838644266128540039e+00
7.214428857715429744e-02 2.600178480148315430e+00 2.710161264985799789e-03 2.599740028381347656e+00 2.600547313690185547e+00 2.600780963897705078e+00 2.601911544799804688e+00 2.599356412887573242e+00 2.600740909576416016e+00 2.600526332855224609e+00 2.599004745483398438e+00 2.599654436111450195e+00 2.599230051040649414e+00
7.615230460921842970e-02 2.698610067367553711e+00 3.789736656472086906e-03 2.697508811950683594e+00 2.698008537292480469e+00 2.699795007705688477e+00 2.700983762741088867e+00 2.698381423950195312e+00 2.699632644653320312e+00 2.699198007583618164e+00 2.697580814361572266e+00 2.696976184844970703e+00 2.697832107543945312e+00
8.016032064128256196e-02 2.836024761199951172e+00 2.587867435067892075e-03 2.835550308227539062e+00 2.835759162902832031e+00 2.836639881134033203e+00 2.837850332260131836e+00 2.835798978805541992e+00 2.836350679397583008e+00 2.836569547653198242e+00 2.835000276565551758e+00 2.835096597671508789e+00 2.835442781448364258e+00
8.416833667334668034e-02 2.491477727890014648e+00 4.272144287824630737e-03 2.490553855895996094e+00 2.492592096328735352e+00 2.491956949234008789e+00 2.494414091110229492e+00 2.490619897842407227e+00 2.491005420684814453e+00 2.492181539535522461e+00 2.489680767059326172e+00 2.492048025131225586e+00 2.489950656890869141e+00
8.817635270541081260e-02 2.614716053009033203e+00 3.149918979033827782e-03 2.615043401718139648e+00 2.616219282150268555e+00 2.614525079727172852e+00 2.615813255310058594e+00 2.613181352615356445e+00 2.614469766616821289e+00 2.614903688430786133e+00 2.613439321517944336e+00 2.615853071212768555e+00 2.613735914230346680e+00
