# Omega Rho_mean Rho_error Rho_sample_0 Rho_sample_1 Rho_sample_2 Rho_sample_3 Rho_sample_4 Rho_sample_5 Rho_sample_6 Rho_sample_7 Rho_sample_8 Rho_sample_9
0.000000000000000000e+00 2.820743620395660400e-01 2.686445116996765137e-01 1.901258081197738647e-01 1.809657365083694458e-01 3.489838242530822754e-01 4.799786210060119629e-01 3.124086558818817139e-01 2.198930084705352783e-01 3.447096347808837891e-01 2.854261398315429688e-01 2.745079994201660156e-01 3.169409632682800293e-01
4.008016032064127925e-03 5.802825689315795898e-01 4.506433904170989990e-01 4.265212714672088623e-01 3.811309933662414551e-01 6.853076219558715820e-01 8.793091773986816406e-01 6.481409668922424316e-01 4.599462151527404785e-01 6.932780742645263672e-01 5.977857708930969238e-01 5.632598996162414551e-01 6.656385064125061035e-01
8.016032064128255849e-03 4.630926847457885742e-01 1.835630834102630615e-01 3.956668078899383545e-01 3.595599532127380371e-01 5.268840193748474121e-01 5.509797334671020508e-01 4.855065643787384033e-01 4.666141271591186523e-01 4.916957616806030273e-01 4.951448440551757812e-01 4.145769178867340088e-01 5.077037811279296875e-01
1.202404809619238291e-02 3.462402224540710449e-01 1.974979043006896973e-01 2.776448726654052734e-01 2.669270932674407959e-01 4.071058332920074463e-01 4.886756539344787598e-01 3.608163595199584961e-01 3.075289428234100342e-01 3.890642523765563965e-01 3.425973653793334961e-01 3.329248130321502686e-01 3.652065992355346680e-01
1.603206412825651170e-02 1.912531405687332153e-01 2.005637586116790771e-01 1.355708986520767212e-01 1.293135881423950195e-01 2.404198944568634033e-01 3.534432947635650635e-01 2.096376419067382812e-01 1.457817107439041138e-01 2.348921298980712891e-01 1.850216239690780640e-01 1.951376646757125854e-01 2.080601155757904053e-01
2.004008016032064049e-02 2.366024702787399292e-01 2.410211414098739624e-01 1.587203741073608398e-01 1.498218923807144165e-01 3.017479479312896729e-01 4.200647473335266113e-01 2.608128786087036133e-01 1.871695816516876221e-01 2.879666090011596680e-01 2.397339195013046265e-01 2.226216495037078857e-01 2.655071318149566650e-01
2.404809619238476581e-02 7.422023415565490723e-01 1.920202970504760742e-01 6.693072915077209473e-01 6.545988917350769043e-01 7.993810772895812988e-01 8.710474371910095215e-01 7.602099776268005371e-01 7.110960483551025391e-01 7.830397486686706543e-01 7.480685710906982422e-01 7.244615554809570312e-01 7.701029777526855469e-01
2.805611222444889460e-02 7.951188683509826660e-01 2.479694485664367676e-01 7.304891943931579590e-01 6.785792708396911621e-01 7.942162752151489258e-01 8.900165557861328125e-01 8.554530143737792969e-01 6.553350090980529785e-01 8.641469478607177734e-01 8.132389187812805176e-01 8.321997523307800293e-01 8.672248125076293945e-01
3.206412825651302340e-02 8.314828872680664062e-01 8.798702806234359741e-02 8.657743334770202637e-01 8.008120059967041016e-01 8.060072064399719238e-01 7.974030375480651855e-01 8.556616306304931641e-01 8.034669756889343262e-01 8.330011963844299316e-01 8.558524250984191895e-01 8.399690389633178711e-01 8.738206028938293457e-01
3.607214428857714872e-02 5.464379787445068359e-01 2.786610722541809082e-01 4.377795755863189697e-01 4.164315760135650635e-01 6.128461360931396484e-01 7.189540266990661621e-01 5.865308046340942383e-01 4.707032442092895508e-01 6.146371960639953613e-01 5.598458051681518555e-01 5.328437089920043945e-01 5.971189737319946289e-01
