# mean_total_loss mean_main_loss mean_smoothness_loss mean_l2_loss sample_0_total_loss sample_0_main_loss sample_0_smoothness_loss sample_0_l2_loss sample_1_total_loss sample_1_main_loss sample_1_smoothness_loss sample_1_l2_loss sample_2_total_loss sample_2_main_loss sample_2_smoothness_loss sample_2_l2_loss sample_3_total_loss sample_3_main_loss sample_3_smoothness_loss sample_3_l2_loss sample_4_total_loss sample_4_main_loss sample_4_smoothness_loss sample_4_l2_loss sample_5_total_loss sample_5_main_loss sample_5_smoothness_loss sample_5_l2_loss sample_6_total_loss sample_6_main_loss sample_6_smoothness_loss sample_6_l2_loss sample_7_total_loss sample_7_main_loss sample_7_smoothness_loss sample_7_l2_loss sample_8_total_loss sample_8_main_loss sample_8_smoothness_loss sample_8_l2_loss
1.753833580017089844e+01 8.739937096834182739e-03 2.295955084264278412e-02 1.750663566589355469e+01
1.753833961486816406e+01 8.741490542888641357e-03 2.296195365488529205e-02 1.750663566589355469e+01
1.753833389282226562e+01 8.738580159842967987e-03 2.296054922044277191e-02 1.750663566589355469e+01
1.753833198547363281e+01 8.738429285585880280e-03 2.295848168432712555e-02 1.750663566589355469e+01
1.753833770751953125e+01 8.740708231925964355e-03 2.296128682792186737e-02 1.750663566589355469e+01
1.753833770751953125e+01 8.741287514567375183e-03 2.296169288456439972e-02 1.750663566589355469e+01
1.753834152221679688e+01 8.742263540625572205e-03 2.296357415616512299e-02 1.750663566589355469e+01
1.753833961486816406e+01 8.741663768887519836e-03 2.296285703778266907e-02 1.750663566589355469e+01
1.753833770751953125e+01 8.741218596696853638e-03 2.296150662004947662e-02 1.750663566589355469e+01
1.753833198547363281e+01 8.738186210393905640e-03 2.295826561748981476e-02 1.750663566589355469e+01
